sample_id	cluster_id	abundance	member_taxids	member_taxa	read_count
barcode13_120_filtered	2	0.005060	1076412	1076412||Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Pelosinus|Pelosinus defluvii	6
barcode13_120_filtered	3	0.002135	48256;396504	48256||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium hungatei;396504||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium sufflavum	5
barcode13_120_filtered	4	0.001594	1499;1521	1499||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium josui;1521||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium cellulolyticum	9
barcode13_120_filtered	5	0.003374	84032	84032||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium thermosuccinogenes	88
barcode13_120_filtered	7	0.000735	908809	908809||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Caloramator|Caloramator mitchellensis	2
barcode13_120_filtered	9	0.000384	365349;380084	365349||Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Pelosinus|Pelosinus fermentans;380084||Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Pelosinus|Pelosinus propionicus	8
barcode13_120_filtered	10	0.112170	659425	659425||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Thermoclostridium|Thermoclostridium caenicola	17
barcode13_120_filtered	12	0.008770	288965	288965||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Acetivibrio|Acetivibrio clariflavus	321
barcode13_120_filtered	14	0.006601	394284	394284||Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Psychrosinus|Psychrosinus fermentans	69
barcode13_120_filtered	19	0.001925	209080	209080||Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Propionispora|Propionispora hippei	3
barcode13_120_filtered	20	0.000579	2590199;2918171	2590199||Myxococcota|Myxococcia|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter diazotrophicus;2918171||Myxococcota|Myxococcia|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter paludicola	3
barcode13_120_filtered	31	0.013602	258515	258515||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Acetanaerobacterium|Acetanaerobacterium elongatum	604
barcode13_120_filtered	37	0.000775	1860101	1860101||Pseudomonadota|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Propionivibrio|Candidatus Propionivibrio aalborgensis	23
barcode13_120_filtered	41	0.001629	1379270	1379270||Gemmatimonadota|Gemmatimonadia|Gemmatimonadales|Gemmatimonadaceae|Gemmatimonas|Gemmatimonas phototrophica	75
barcode13_120_filtered	46	0.000343	1236215	1236215||Bacillota|Clostridia|Eubacteriales|Peptococcaceae|Desulfovectis|Desulfovectis peckii	1
barcode13_120_filtered	47	0.001400	1537567	1537567||Bacillota|Clostridia|Eubacteriales|Eubacteriales Family XII. Incertae Sedis|Fusibacter|Fusibacter fontis	1
barcode13_120_filtered	49	0.000700	626937;1805714;2763033	626937||Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenella|Christensenella minuta;1805714||Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenella|Christensenella massiliensis;2763033||Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenella|Christensenella tenuis	5
barcode13_120_filtered	56	0.027532	2576756	2576756||Bacillota|Clostridia|Eubacteriales|Acutalibacteraceae|Caproicibacter|Caproicibacter fermentans	1080
barcode13_120_filtered	59	0.000339	2763047	2763047||Bacillota|Clostridia|Eubacteriales||Flintibacter|Flintibacter faecis	4
barcode13_120_filtered	61	0.000600	2763677	2763677||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Zongyangia|Zongyangia hominis	1
barcode13_120_filtered	63	0.000573	2981773	2981773||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Muriventricola|Muriventricola aceti	1
barcode13_120_filtered	65	0.001008	1147123	1147123||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Caloramator|Caloramator quimbayensis	37
barcode13_120_filtered	67	0.004022	1547922;2824118	1547922||Pseudomonadota|Betaproteobacteria|Burkholderiales|Sphaerotilaceae|Piscinibacter|Piscinibacter sakaiensis;2824118||Pseudomonadota|Betaproteobacteria|Burkholderiales|Sphaerotilaceae|Ideonella|Ideonella alba	2
barcode13_120_filtered	70	0.000421	1488331	1488331||Bacillota|Clostridia|Eubacteriales|Eubacteriales Family XII. Incertae Sedis|Fusibacter|Fusibacter bizertensis	2
barcode13_120_filtered	78	0.000321	474960	474960||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Hydrogenoanaerobacterium|Hydrogenoanaerobacterium saccharovorans	17
barcode13_120_filtered	80	0.002272	985	985||Bacteroidota|Cytophagia|Cytophagales|Cytophagaceae|Cytophaga|Cytophaga hutchinsonii	92
barcode13_120_filtered	81	0.000857	1794912	1794912||Bacillota|Negativicutes||Acetonemataceae|Anaerosporomusa|Anaerosporomusa subterranea	34
barcode13_120_filtered	85	0.004828	1958780;2991836	1958780||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium merdae;2991836||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Faecalispora|Faecalispora anaeroviscerum	4
barcode13_120_filtered	87	0.002139	44749	44749||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Sporobacter|Sporobacter termitidis	5
barcode13_120_filtered	89	0.000943	1855912	1855912||Acidobacteriota|Vicinamibacteria|Vicinamibacterales|Vicinamibacteraceae|Luteitalea|Luteitalea pratensis	41
barcode13_120_filtered	96	0.003550	1550;1499683	1550||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium subterminale;1499683||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium culturomicium	1
barcode13_120_filtered	98	0.142209	1096341	1096341||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Fonticella|Fonticella tunisiensis	35
barcode13_120_filtered	101	0.000493	1716543	1716543||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium thermarum	18
barcode13_120_filtered	103	0.055086	36849	36849||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Oxobacter|Oxobacter pfennigii	29
barcode13_120_filtered	105	0.000236	1511	1511||Bacillota|Clostridia|Peptostreptococcales|Filifactoraceae|Acetoanaerobium|Acetoanaerobium sticklandii	23
barcode13_120_filtered	110	0.003432	2836848;3240932	2836848||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium aromativorans;3240932||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium moutaii	142
barcode13_120_filtered	113	0.000880	2014610	2014610||Gemmatimonadota|Gemmatimonadia|Gemmatimonadales|Gemmatimonadaceae|Roseisolibacter|Roseisolibacter agri	13
barcode13_120_filtered	114	0.004212	1650661;2108523	1650661||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium phoceensis;2108523||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Lawsonibacter|Lawsonibacter asaccharolyticus	2
barcode13_120_filtered	120	0.001350	2941510	2941510||Bacillota|Clostridia|Eubacteriales|Pumilibacteraceae|Pumilibacter|Pumilibacter muris	13
barcode13_120_filtered	121	0.001236	2038680	2038680||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Paludihabitans|Paludihabitans psychrotolerans	36
barcode13_120_filtered	123	0.014207	320502	320502||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Acetivibrio|Acetivibrio alkalicellulosi	2
