sample_id	cluster_id	estimated_counts	abundance	tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group
barcode17_120_filtered	139	65.4523635195247	0.001400020609602462	33052	Sphingopyxis terrae	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	192	20.980633610143165	0.00044877400719007437	1244894	Sphingomonas fonticola	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	181	440.4288681461982	0.009420736842980861	52692	Acetobacterium malicum	Acetobacterium	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode17_120_filtered	158	28.699243177142023	0.0006138744235875601	3096161	Parasphingomonas zepuensis	Parasphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	211	84.91011525868832	0.001816220300286375	1305696	Novosphingobium arabidopsis	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	139	46.84724808903287	0.0010020587386159198	574956	Novosphingobium soli	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	23	265.5723581296173	0.0056805706429727135	2590199	Anaeromyxobacter diazotrophicus	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota					
barcode17_120_filtered	22	16.843992958888872	0.00036029160785627844	386874	Sphingomonas sediminicola	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	120	22.01221721392986	0.0004708394946403255	529705	Sphingomonas changbaiensis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	155	18.055631472313824	0.00038620845484190337	2707068	Sphingomonas montis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	158	51.707907688990545	0.0011060278430191984	2782540	Sphingomonas beigongshangi	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	1	44.000000000000185	0.0009411563389018457	233055	Desulfitobacterium dichloroeliminans	Desulfitobacterium	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode17_120_filtered	133	85.00000192346732	0.0018181429685668184	55583	Dehalobacter restrictus	Dehalobacter	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode17_120_filtered	22	52.406210180856085	0.0011209644752167031	2904799	Sphingomonas cremea	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	134	121.00094408027448	0.0025882001257785817	173676	Novosphingobium hassiacum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	23	11.429992657617074	0.00024448659189358675	2922725	Anaeromyxobacter soli	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota					
barcode17_120_filtered	23	18.997649212765445	0.00040635813592790413	2918171	Anaeromyxobacter paludicola	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota					
barcode17_120_filtered	79	68.99996615165189	0.0014759035347190839	65655	Hydrogenophaga palleronii	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota					
barcode17_120_filtered	220	13.005558987738214	0.0002781878245970827	121428	Sphingobium xenophagum	Sphingobium	Sphingobiaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	22	16.5912109517002	0.0003548846217556887	2303576	Sphingomonas mesophila	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	192	62.7100314562674	0.0013413623549499989	1550728	Blastomonas fulva	Blastomonas	Blastomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	192	22.502939764537746	0.00048133600916638674	1538021	Novosphingobium tardum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	226	38.84783387931472	0.0008309519342755175	1141888	Sphingomonas difficilis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode17_120_filtered	163	14.999999999999998	0.0003208487518983551	147266	Agrobacterium albertimagni	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	139	71.57268397862161	0.0015360922861016786	173675	Sphingopyxis witflariensis	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	139	56.53582963491858	0.0012133714563016392	33052	Sphingopyxis terrae	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	139	22.644418127954683	0.0004859942938566056	651663	Sphingopyxis bauzanensis	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	139	23.416755238314327	0.0005025701858246626	2871171	Sphingopyxis jiangsuensis	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	120	38.49832849621239	0.0008262507725503796	3103142	Sphingomonas rustica	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	120	1554.9197349670787	0.03337167306878737	2873268	Hephaestia mangrovi	Hephaestia	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	120	208.3298308078289	0.004471172915135616	1632740	Sphingomonas zeicaulis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	120	225.64430155161625	0.004842775927192691	2305907	Sphingomonas gilva	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	120	39.880822314970025	0.0008559218421893383	397260	Sphingomonas sanxanigenens	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	155	75.86491718708199	0.001628212155794351	1460355	Sphingomonas mohensis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	158	27.60824787436322	0.0005925279622776156	2175090	Sphingomonas pokkalii	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	158	52.03936296989668	0.0011168683300402773	2782540	Sphingomonas beigongshangi	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	181	206.0004722184717	0.004421180242487696	52692	Acetobacterium malicum	Acetobacterium	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode18_120_filtered	23	188.00000000019617	0.004034854273086581	2590199	Anaeromyxobacter diazotrophicus	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota					
barcode18_120_filtered	79	26.00671414055954	0.0005581558599939808	65655	Hydrogenophaga palleronii	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota					
barcode18_120_filtered	211	96.87136292098384	0.00207905230117577	1305696	Novosphingobium arabidopsis	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	38	95.01639346361056	0.0020392409637208773	49338	Desulfitobacterium hafniense	Desulfitobacterium	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode18_120_filtered	16	63.633046765253575	0.001365691865159754	3375356	Desulfitobacterium nosdiversum	Desulfitobacterium	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode18_120_filtered	192	22.224905569661644	0.00047699071918405036	1244894	Sphingomonas fonticola	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	158	33.75363694048769	0.0007244202459648815	2559804	Sphingomonas flavalba	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	192	20.25313069597662	0.00043467250495721806	1538021	Novosphingobium tardum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	22	30.631303051083705	0.0006574087447114157	386874	Sphingomonas sediminicola	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	22	18.89712939579166	0.0004055700175085131	2303576	Sphingomonas mesophila	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	139	35.63631039491887	0.0007648261663501496	574956	Novosphingobium soli	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	226	19.00389592652816	0.0004078614398104511	1141888	Sphingomonas difficilis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	22	29.53038169608033	0.0006337807807031019	2904799	Sphingomonas cremea	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	220	17.04930554052374	0.0003659120389003679	365341	Sphingobium aromaticiconvertens	Sphingobium	Sphingobiaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	211	26.978652592338562	0.000579015594118096	48935	Novosphingobium aromaticivorans	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	134	80.95192696851974	0.0017373895129956592	173676	Novosphingobium hassiacum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	192	57.906368996471784	0.0012427859594898868	1550728	Blastomonas fulva	Blastomonas	Blastomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	163	22.0	0.0004721637979138945	147266	Agrobacterium albertimagni	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	22	106.94550098033628	0.002295263359667259	2992113	Sphingomonas arvum	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	1	21.98471697085168	0.00047183579368269903	233055	Desulfitobacterium dichloroeliminans	Desulfitobacterium	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode18_120_filtered	155	38.03278457650355	0.0008162592732219503	2707068	Sphingomonas montis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	220	10.0005807250448	0.00021463237165825644	121428	Sphingobium xenophagum	Sphingobium	Sphingobiaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode18_120_filtered	133	61.0000000000634	0.0013091814396717046	55583	Dehalobacter restrictus	Dehalobacter	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota					
