OTU_ID	sample_id	read_count	relative_abundance	member_count	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_84	barcode20	72	0.001358	1		Ascomycota				Novakomyces	Novakomyces olei
OTU_84	barcode21	215	0.002023	1		Ascomycota				Novakomyces	Novakomyces olei
OTU_42	barcode19	56	0.002676	1		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales		Hyaloraphidium	Hyaloraphidium curvatum
OTU_42	barcode20	125	0.002358	1		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales		Hyaloraphidium	Hyaloraphidium curvatum
OTU_42	barcode21	123	0.001157	1		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales		Hyaloraphidium	Hyaloraphidium curvatum
OTU_293	barcode19	88	0.004206	1		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
OTU_293	barcode20	56	0.001056	1		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
OTU_293	barcode21	158	0.001487	1		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
OTU_109	barcode19	52	0.002485	1		Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Dicephalospora	Dicephalospora sessilis
OTU_109	barcode20	65	0.001226	1		Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Dicephalospora	Dicephalospora sessilis
OTU_109	barcode21	183	0.001722	1		Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Dicephalospora	Dicephalospora sessilis
OTU_39	barcode19	29	0.001386	1		Basidiomycota	Ustilaginomycetes	Ustilaginales		Kalmanozyma	Kalmanozyma brasiliensis
OTU_39	barcode20	161	0.003037	1		Basidiomycota	Ustilaginomycetes	Ustilaginales		Kalmanozyma	Kalmanozyma brasiliensis
OTU_39	barcode21	105	0.000988	1		Basidiomycota	Ustilaginomycetes	Ustilaginales		Kalmanozyma	Kalmanozyma brasiliensis
OTU_176	barcode19	0	0.000000	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Feramyces	Feramyces austinii
OTU_176	barcode20	126	0.002377	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Feramyces	Feramyces austinii
OTU_176	barcode21	151	0.001421	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Feramyces	Feramyces austinii
OTU_60	barcode19	27	0.001290	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella galacta
OTU_60	barcode20	115	0.002169	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella galacta
OTU_60	barcode21	126	0.001186	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella galacta
OTU_21	barcode19	45	0.002151	1		Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces	Allomyces arbusculus
OTU_21	barcode20	72	0.001358	1		Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces	Allomyces arbusculus
OTU_21	barcode21	144	0.001355	1		Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces	Allomyces arbusculus
OTU_107	barcode19	59	0.002820	2		Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea zeta
OTU_107	barcode20	65	0.001226	2		Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea zeta
OTU_107	barcode21	134	0.001261	2		Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea zeta
OTU_52	barcode19	0	0.000000	3		Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans
OTU_52	barcode20	64	0.001207	3		Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans
OTU_52	barcode21	184	0.001731	3		Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans
OTU_152	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria variabilis
OTU_152	barcode20	56	0.001056	1		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria variabilis
OTU_152	barcode21	189	0.001779	1		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria variabilis
OTU_234	barcode19	28	0.001338	1		Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus haptosporus
OTU_234	barcode20	40	0.000755	1		Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus haptosporus
OTU_234	barcode21	170	0.001600	1		Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus haptosporus
OTU_140	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella bidoupensis
OTU_140	barcode20	233	0.004395	1		Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella bidoupensis
OTU_140	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella bidoupensis
OTU_104	barcode19	0	0.000000	1		Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Adelosphaeria	Adelosphaeria catenata
OTU_104	barcode20	47	0.000887	1		Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Adelosphaeria	Adelosphaeria catenata
OTU_104	barcode21	181	0.001703	1		Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Adelosphaeria	Adelosphaeria catenata
OTU_22	barcode19	72	0.003441	2		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae
OTU_22	barcode20	50	0.000943	2		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae
OTU_22	barcode21	105	0.000988	2		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae
OTU_130	barcode19	21	0.001004	1		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
OTU_130	barcode20	72	0.001358	1		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
OTU_130	barcode21	127	0.001195	1		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
OTU_274	barcode19	24	0.001147	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	Terramyces aquatica
OTU_274	barcode20	88	0.001660	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	Terramyces aquatica
OTU_274	barcode21	106	0.000997	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	Terramyces aquatica
OTU_148	barcode19	0	0.000000	1		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia comma
OTU_148	barcode20	59	0.001113	1		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia comma
OTU_148	barcode21	158	0.001487	1		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia comma
OTU_168	barcode19	0	0.000000	4		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sivanesaniana
OTU_168	barcode20	24	0.000453	4		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sivanesaniana
OTU_168	barcode21	186	0.001750	4		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sivanesaniana
OTU_268	barcode19	72	0.003441	1		Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum otae
OTU_268	barcode20	108	0.002037	1		Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum otae
OTU_268	barcode21	30	0.000282	1		Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum otae
OTU_236	barcode19	74	0.003537	2		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia ovata
OTU_236	barcode20	135	0.002547	2		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia ovata
OTU_236	barcode21	0	0.000000	2		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia ovata
OTU_230	barcode19	130	0.006213	1		Basidiomycota	Pucciniomycetes	Pucciniales	Sphaerophragmiaceae	Dasyspora	Dasyspora frutescentis
OTU_230	barcode20	24	0.000453	1		Basidiomycota	Pucciniomycetes	Pucciniales	Sphaerophragmiaceae	Dasyspora	Dasyspora frutescentis
OTU_230	barcode21	50	0.000471	1		Basidiomycota	Pucciniomycetes	Pucciniales	Sphaerophragmiaceae	Dasyspora	Dasyspora frutescentis
OTU_86	barcode19	17	0.000812	3		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera mississippiensis
OTU_86	barcode20	67	0.001264	3		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera mississippiensis
OTU_86	barcode21	111	0.001045	3		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera mississippiensis
OTU_194	barcode19	29	0.001386	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces finnis
OTU_194	barcode20	62	0.001170	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces finnis
OTU_194	barcode21	102	0.000960	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces finnis
OTU_182	barcode19	13	0.000621	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia colbranii
OTU_182	barcode20	31	0.000585	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia colbranii
OTU_182	barcode21	145	0.001364	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia colbranii
OTU_286	barcode19	52	0.002485	1		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum
OTU_286	barcode20	58	0.001094	1		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum
OTU_286	barcode21	77	0.000725	1		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum
OTU_165	barcode19	0	0.000000	2		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium globosum
OTU_165	barcode20	30	0.000566	2		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium globosum
OTU_165	barcode21	157	0.001477	2		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium globosum
OTU_28	barcode19	0	0.000000	3		Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis jirovecii
OTU_28	barcode20	61	0.001151	3		Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis jirovecii
OTU_28	barcode21	124	0.001167	3		Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis jirovecii
OTU_102	barcode19	32	0.001529	1		Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Atractiella	Atractiella rhizophila
OTU_102	barcode20	0	0.000000	1		Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Atractiella	Atractiella rhizophila
OTU_102	barcode21	152	0.001430	1		Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Atractiella	Atractiella rhizophila
OTU_280	barcode19	14	0.000669	1		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis
OTU_280	barcode20	47	0.000887	1		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis
OTU_280	barcode21	117	0.001101	1		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis
OTU_95	barcode19	23	0.001099	1		Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula sinensis
OTU_95	barcode20	44	0.000830	1		Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula sinensis
OTU_95	barcode21	107	0.001007	1		Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula sinensis
OTU_79	barcode19	0	0.000000	1		Ascomycota				Saitoella	Saitoella complicata
OTU_79	barcode20	60	0.001132	1		Ascomycota				Saitoella	Saitoella complicata
OTU_79	barcode21	113	0.001063	1		Ascomycota				Saitoella	Saitoella complicata
OTU_3	barcode19	81	0.003871	1		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces punctatus
OTU_3	barcode20	27	0.000509	1		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces punctatus
OTU_3	barcode21	63	0.000593	1		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces punctatus
OTU_143	barcode19	27	0.001290	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus
OTU_143	barcode20	41	0.000773	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus
OTU_143	barcode21	100	0.000941	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus
OTU_1	barcode19	30	0.001434	1		Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella variabilis
OTU_1	barcode20	49	0.000924	1		Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella variabilis
OTU_1	barcode21	85	0.000800	1		Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella variabilis
OTU_291	barcode19	0	0.000000	1		Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium hiemale
OTU_291	barcode20	0	0.000000	1		Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium hiemale
OTU_291	barcode21	153	0.001440	1		Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium hiemale
OTU_248	barcode19	66	0.003154	1		Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Tortispora	Tortispora agaves
OTU_248	barcode20	20	0.000377	1		Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Tortispora	Tortispora agaves
OTU_248	barcode21	55	0.000518	1		Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Tortispora	Tortispora agaves
OTU_83	barcode19	0	0.000000	3		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis cylindricalis
OTU_83	barcode20	44	0.000830	3		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis cylindricalis
OTU_83	barcode21	97	0.000913	3		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis cylindricalis
OTU_26	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus orientalis
OTU_26	barcode20	41	0.000773	1		Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus orientalis
OTU_26	barcode21	99	0.000932	1		Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus orientalis
OTU_163	barcode19	57	0.002724	1		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus
OTU_163	barcode20	28	0.000528	1		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus
OTU_163	barcode21	55	0.000518	1		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus
OTU_82	barcode19	19	0.000908	3		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Myxozyma	Myxozyma vanderwaltii
OTU_82	barcode20	24	0.000453	3		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Myxozyma	Myxozyma vanderwaltii
OTU_82	barcode21	95	0.000894	3		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Myxozyma	Myxozyma vanderwaltii
OTU_10	barcode19	11	0.000526	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis
OTU_10	barcode20	46	0.000868	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis
OTU_10	barcode21	78	0.000734	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis
OTU_132	barcode19	0	0.000000	2		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma sambuci
OTU_132	barcode20	45	0.000849	2		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma sambuci
OTU_132	barcode21	84	0.000790	2		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma sambuci
OTU_275	barcode19	15	0.000717	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae
OTU_275	barcode20	27	0.000509	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae
OTU_275	barcode21	86	0.000809	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae
OTU_187	barcode19	0	0.000000	1		Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma zizaniae
OTU_187	barcode20	40	0.000755	1		Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma zizaniae
OTU_187	barcode21	86	0.000809	1		Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma zizaniae
OTU_218	barcode19	0	0.000000	1		Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia dunensis
OTU_218	barcode20	0	0.000000	1		Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia dunensis
OTU_218	barcode21	122	0.001148	1		Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia dunensis
OTU_93	barcode19	0	0.000000	3		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia cerealis
OTU_93	barcode20	56	0.001056	3		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia cerealis
OTU_93	barcode21	62	0.000583	3		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia cerealis
OTU_115	barcode19	33	0.001577	1		Ascomycota	Dothideomycetes	Kirschsteiniotheliales	Kirschsteiniotheliaceae	Kirschsteiniothelia	Kirschsteiniothelia puerensis
OTU_115	barcode20	28	0.000528	1		Ascomycota	Dothideomycetes	Kirschsteiniotheliales	Kirschsteiniotheliaceae	Kirschsteiniothelia	Kirschsteiniothelia puerensis
OTU_115	barcode21	57	0.000536	1		Ascomycota	Dothideomycetes	Kirschsteiniotheliales	Kirschsteiniotheliaceae	Kirschsteiniothelia	Kirschsteiniothelia puerensis
OTU_170	barcode19	0	0.000000	1		Basidiomycota	Pucciniomycetes	Pucciniales	Gymnosporangiaceae	Gymnosporangium	Gymnosporangium przewalskii
OTU_170	barcode20	28	0.000528	1		Basidiomycota	Pucciniomycetes	Pucciniales	Gymnosporangiaceae	Gymnosporangium	Gymnosporangium przewalskii
OTU_170	barcode21	90	0.000847	1		Basidiomycota	Pucciniomycetes	Pucciniales	Gymnosporangiaceae	Gymnosporangium	Gymnosporangium przewalskii
OTU_64	barcode19	0	0.000000	2		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Starmera	[Candida] dendrica
OTU_64	barcode20	82	0.001547	2		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Starmera	[Candida] dendrica
OTU_64	barcode21	30	0.000282	2		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Starmera	[Candida] dendrica
OTU_105	barcode19	0	0.000000	1		Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
OTU_105	barcode20	24	0.000453	1		Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
OTU_105	barcode21	87	0.000819	1		Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
OTU_40	barcode19	0	0.000000	5		Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Narasimhella	Narasimhella hyalinospora
OTU_40	barcode20	0	0.000000	5		Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Narasimhella	Narasimhella hyalinospora
OTU_40	barcode21	109	0.001026	5		Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Narasimhella	Narasimhella hyalinospora
OTU_74	barcode19	0	0.000000	3		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Ogataea	Ogataea wickerhamii
OTU_74	barcode20	22	0.000415	3		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Ogataea	Ogataea wickerhamii
OTU_74	barcode21	85	0.000800	3		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Ogataea	Ogataea wickerhamii
OTU_19	barcode19	13	0.000621	1		Ascomycota	Sordariomycetes		Atractosporaceae	Atractospora	Atractospora decumbens
OTU_19	barcode20	32	0.000604	1		Ascomycota	Sordariomycetes		Atractosporaceae	Atractospora	Atractospora decumbens
OTU_19	barcode21	58	0.000546	1		Ascomycota	Sordariomycetes		Atractosporaceae	Atractospora	Atractospora decumbens
OTU_125	barcode19	0	0.000000	1		Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Microbotryozyma	Microbotryozyma swertiae
OTU_125	barcode20	49	0.000924	1		Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Microbotryozyma	Microbotryozyma swertiae
OTU_125	barcode21	56	0.000527	1		Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Microbotryozyma	Microbotryozyma swertiae
OTU_232	barcode19	0	0.000000	1		Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
OTU_232	barcode20	0	0.000000	1		Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
OTU_232	barcode21	104	0.000979	1		Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
OTU_212	barcode19	102	0.004875	1		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
OTU_212	barcode20	0	0.000000	1		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
OTU_212	barcode21	0	0.000000	1		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
OTU_221	barcode19	0	0.000000	1		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia novopanici
OTU_221	barcode20	52	0.000981	1		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia novopanici
OTU_221	barcode21	49	0.000461	1		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia novopanici
OTU_47	barcode19	0	0.000000	1		Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum
OTU_47	barcode20	28	0.000528	1		Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum
OTU_47	barcode21	72	0.000678	1		Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum
OTU_211	barcode19	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Pateramycetaceae	Pateramyces	Pateramyces pingflumenensis
OTU_211	barcode20	14	0.000264	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Pateramycetaceae	Pateramyces	Pateramyces pingflumenensis
OTU_211	barcode21	86	0.000809	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Pateramycetaceae	Pateramyces	Pateramyces pingflumenensis
OTU_189	barcode19	0	0.000000	1		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia emaculata
OTU_189	barcode20	43	0.000811	1		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia emaculata
OTU_189	barcode21	55	0.000518	1		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia emaculata
OTU_238	barcode19	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Halomycetaceae	Paludomyces	Paludomyces mangrovei
OTU_238	barcode20	13	0.000245	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Halomycetaceae	Paludomyces	Paludomyces mangrovei
OTU_238	barcode21	85	0.000800	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Halomycetaceae	Paludomyces	Paludomyces mangrovei
OTU_220	barcode19	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces solicola
OTU_220	barcode20	27	0.000509	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces solicola
OTU_220	barcode21	66	0.000621	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces solicola
OTU_237	barcode19	0	0.000000	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma europaea
OTU_237	barcode20	14	0.000264	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma europaea
OTU_237	barcode21	78	0.000734	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma europaea
OTU_295	barcode19	0	0.000000	1		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae		[Candida] anutae
