sample_id	cluster_id	abundance	Kingdom	Phylum	Class	Order	Family	Genus	Species	ncbi tax number	read_count
barcode20	170	0.000271165636		Basidiomycota	Pucciniomycetes	Pucciniales	Gymnosporangiaceae	Gymnosporangium	Gymnosporangium przewalskii	1806907	28.3
barcode20	132	0.000293512219		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma sambuci	2877806	30.6
barcode20	205	0.006067553124		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora colombiana	27376	633.2
barcode20	27	0.002508863335		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	Aphanomyces	Aphanomyces invadans	157072	261.8
barcode20	31	0.006253705328		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	Aphanomyces	Aphanomyces astaci	112090	652.6
barcode20	25	0.002778006609		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora infestans	4787	289.9
barcode20	22	0.000260547810		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae	4779	27.2
barcode20	56	0.000173375221		Cryptomycota				Rozella	Rozella allomycis	281847	18.1
barcode20	84	0.000689099325		Ascomycota				Novakomyces	Novakomyces olei	2605921	71.9
barcode20	280	0.000449318129		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis	1133749	46.9
barcode20	66	0.003103298926		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Danielia	Danielia oregonensis	46584	323.8
barcode20	1	0.000469986906		Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella variabilis	554065	49.0
barcode20	130	0.000693194961		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera	1123529	72.3
barcode20	200	0.020950027960		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Monoblepharidaceae	Monoblepharis	Monoblepharis macrandra	150278	2186.2
barcode20	42	0.001194332079		Chytridiomycota	Monoblepharidomycetes	Monoblepharidales		Hyaloraphidium	Hyaloraphidium curvatum	82268	124.6
barcode20	97	0.005720249376		Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora	Dactylidispora singaporensis	1661797	596.9
barcode20	73	0.000203370008		Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	Heitmania litseae	1985864	21.2
barcode20	125	0.000466044640		Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Microbotryozyma	Microbotryozyma swertiae	2877801	48.6
barcode20	73	0.000359653478		Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium egoroviorum	3044046	37.5
barcode20	73	0.000169531064		Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	Heitmania elacocarpi	1985866	17.7
barcode20	166	0.000129124836		Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	Heitmania cylindrica	2877800	13.5
barcode20	172	0.000142361018		Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	Heitmania tridentata	2877799	14.9
barcode20	194	0.000597546139		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces finnis	1754191	62.4
barcode20	60	0.001097959083		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella galacta	45553	114.6
barcode20	83	0.000423927146		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis cylindricalis	2854244	44.2
barcode20	216	0.000908831458		Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Redeckera	Redeckera megalocarpum	415601	94.8
barcode20	26	0.000391820707		Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus orientalis	936130	40.9
barcode20	91	0.001529374066		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces	Lipomyces oligophaga	45792	159.6
barcode20	23	0.000593141552		Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina	Linderina pennispora	61395	61.9
barcode20	149	0.000307650968		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina monodiminutiva	334125	32.1
barcode20	143	0.000394771658		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus	114775	41.2
barcode20	187	0.000384359785		Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma zizaniae	2292779	40.1
barcode20	58	0.001154083773		Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Vinositunica	Vinositunica radiata	2704024	120.4
barcode20	78	0.004500900253		Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus magnus	4860	469.7
barcode20	77	0.001870759047		Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana	2588764	195.2
barcode20	156	0.000231460661		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina cinereoglebosa	1115089	24.2
barcode20	0	0.000173966906		Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella pulla	2576354	18.2
barcode20	0	0.021413244585		Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe cubensis	181762	2234.6
barcode20	29	0.000365445638		Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus	5341	38.1
barcode20	29	0.000491290715		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Desarmillaria	Desarmillaria tabescens	1929756	51.3
barcode20	29	0.015354762837		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Gloiocephala	Gloiocephala aquatica	292281	1602.3
barcode20	41	0.000207310917		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora nodorum	13684	21.6
barcode20	38	0.000105702824		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella leuchtmannii	129865	11.0
barcode20	63	0.004348098883		Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Dentiscutata	Dentiscutata savannicola	1208333	453.7
barcode20	44	0.000221386301		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Yamadazyma	Yamadazyma scolyti	45511	23.1
barcode20	233	0.000140115536		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Khoyollomyces	Khoyollomyces ramosus	2710867	14.6
barcode20	176	0.001211947578		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Feramyces	Feramyces austinii	2170546	126.5
barcode20	29	0.004362451766		Basidiomycota	Agaricomycetes	Agaricales	Chromocyphellaceae	Chromocyphella	Chromocyphella lamellata	2911221	455.2
barcode20	25	0.000517858267		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	4792	54.0
barcode20	22	0.000220732034		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora sojae	67593	23.0
barcode20	296	0.000982621319		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Candidozyma	Candidozyma khanbhai	2891599	102.5
barcode20	28	0.000218279418		Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis jirovecii	42068	22.8
barcode20	28	0.000134279594		Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis murina	263815	14.0
barcode20	28	0.000228625891		Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis carinii	4754	23.9
barcode20	47	0.000267045905		Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum	2850	27.9
barcode20	35	0.000442823861		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Blastobotrys	Blastobotrys chiropterorum	45539	46.2
barcode20	35	0.001387500046		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella	Sugiyamaella lignohabitans	796027	144.8
barcode20	6	0.000565291846		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	80884	59.0
barcode20	35	0.000249767700		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella	Sugiyamaella mastotermitis	1857663	26.1
barcode20	46	0.000554673340		Ascomycota	Sordariomycetes	Glomerellales	Australiascaceae	Monilochaetes	Monilochaetes dimorphospora	1068736	57.9
barcode20	46	0.000300765782		Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pseudallescheria	Pseudallescheria ellipsoidea	45271	31.4
barcode20	250	0.000232114742		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella riodocensis	308924	24.2
barcode20	38	0.000925377369		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Friedmanniomyces	Friedmanniomyces simplex	329884	96.6
barcode20	15	0.001036482830		Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Gloniopsis	Gloniopsis calami	1903024	108.2
barcode20	109	0.000626247759		Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Dicephalospora	Dicephalospora sessilis	2544956	65.4
barcode20	107	0.000626541193		Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea zeta	1571505	65.4
barcode20	108	0.000231543969		Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Clypeoloculus	Clypeoloculus akitaensis	1303431	24.2
barcode20	173	0.000233053990		Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	Piskurozyma stramentorum	2878300	24.3
barcode20	97	0.003202685448		Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora	Dactylidispora ellipsospora	1661796	334.2
barcode20	97	0.000554010209		Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Harzia	Harzia palmara	2036943	57.8
barcode20	240	0.000110492326		Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Berkeleyomyces	Berkeleyomyces basicola	124036	11.5
barcode20	15	0.000627801476		Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia cortaderiae	2709059	65.5
barcode20	97	0.000310037064		Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Harzia	Harzia patula	2036939	32.4
barcode20	97	0.000362810365		Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Harzia	Harzia macrospora	2036938	37.9
barcode20	121	0.003798331314		Chytridiomycota	Chytridiomycetes		Quaeritorhizaceae	Quaeritorhiza	Quaeritorhiza haematococci	2654861	396.4
barcode20	49	0.000258438316		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella sorbophila	45607	27.0
barcode20	94	0.000123798200		Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Magnusiomyces	Magnusiomyces capitatus	1095183	12.9
barcode20	49	0.000915083457		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella osmotolerans	2832334	95.5
barcode20	258	0.000697158941		Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana	2991538	72.8
barcode20	196	0.000341374575		Basidiomycota	Cystobasidiomycetes	Cystobasidiales		Begerowomyces	Begerowomyces foliicola	2877792	35.6
barcode20	145	0.000357544591		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa cylindrica	2877765	37.3
barcode20	137	0.001839666817		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum reginae	2943438	192.0
barcode20	85	0.000241772082		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila	911321	25.2
barcode20	113	0.001966357885		Chytridiomycota	Chytridiomycetes	Gromochytriales	Gromochytriaceae	Gromochytrium	Gromochytrium mamkaevae	1486924	205.2
barcode20	88	0.000234443469		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia xinyuanensis	2775103	24.5
barcode20	73	0.000145321346		Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces jilinensis	243824	15.2
barcode20	179	0.000623172431		Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces cellobiolyticus	2877793	65.0
barcode20	179	0.000608670535		Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces ellipsoideus	2877794	63.5
barcode20	73	0.000230435045		Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces beijingensis	243823	24.0
barcode20	179	0.000351150450		Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces reniformis	2877821	36.6
barcode20	221	0.000493362633		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia novopanici	1904429	51.5
barcode20	303	0.002116465683		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces thailandicus	3058949	220.9
barcode20	152	0.000535270311		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria variabilis	2494425	55.9
barcode20	87	0.000153307833		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Diutina	Diutina rugosa	5481	16.0
barcode20	66	0.000239902202		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudointermedia	46585	25.0
barcode20	286	0.000553356244		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum	1041604	57.7
barcode20	284	0.007953813741		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia	Metschnikowia vanudenii	299329	830.0
barcode20	49	0.000312317998		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella tropicalis	2832335	32.6
barcode20	289	0.001468003839		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Kodamaea	Kodamaea kakaduensis	85574	153.2
barcode20	275	0.000261196936		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae	2596947	27.3
barcode20	261	0.001010120946		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Phaffomyces	[Candida] orba	115786	105.4
barcode20	301	0.012139850776		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia	Metschnikowia dekortorum	174643	1266.9
barcode20	21	0.000694531734		Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces	Allomyces arbusculus	64504	72.5
barcode20	38	0.005083423683		Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	Lepidosphaeria	Lepidosphaeria nicotiae	372061	530.5
barcode20	37	0.000156150449		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa yuccicola	4997	16.3
barcode20	38	0.000227535861		Ascomycota	Dothideomycetes			Cryomyces	Cryomyces montanus	1306365	23.7
barcode20	38	0.007381872179		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Salinomyces	Salinomyces polonicus	2810478	770.3
barcode20	32	0.002521165977		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Fimicolochytrium	Fimicolochytrium jonesii	1396493	263.1
barcode20	71	0.000242260857		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Kodamaea	Kodamaea fungicola	95809	25.3
barcode20	72	0.000799025999		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Danielozyma	Danielozyma litseae	507509	83.4
barcode20	38	0.000197785421		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Meristemomyces	Meristemomyces frigidus	1508187	20.6
barcode20	66	0.000136722149		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella akabanensis	78172	14.3
barcode20	32	0.000190038818		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Fimicolochytrium	Fimicolochytrium alabamae	1396494	19.8
barcode20	32	0.000977723241		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Thoreauomyces	Thoreauomyces humboldtii	1396496	102.0
barcode20	219	0.000180036301		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Teunia	Teunia korlaensis	2877732	18.8
barcode20	57	0.000408039281		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora spinosa	27374	42.6
barcode20	163	0.000263308680		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus	1315970	27.5
barcode20	189	0.000411449749		Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia emaculata	582727	42.9
barcode20	58	0.000735512241		Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	Endogone botryocarpus	2704021	76.8
barcode20	74	0.000213061730		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Ogataea	Ogataea wickerhamii	1249076	22.2
barcode20	38	0.000124020325		Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Infundichalara	Infundichalara microchona	1056133	12.9
barcode20	105	0.000228590400		Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae	70189	23.9
barcode20	112	0.000210834597		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces ruminantium	1987568	22.0
barcode20	32	0.000241632462		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus	4816	25.2
barcode20	32	0.000144640287		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces plurigibbosus	117821	15.1
barcode20	32	0.000132628933		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Gaertneriomyces	Gaertneriomyces spectabilis	2750447	13.8
barcode20	32	0.000580692147		Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Phlyctochytrium	Phlyctochytrium californicum	64516	60.6
barcode20	32	0.000526607348		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Powellomyces hirtus	109895	55.0
barcode20	32	0.001616296303		Chytridiomycota	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Alogomyces	Alogomyces tanneri	1395665	168.7
barcode20	254	0.000220123019		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma pseudopenaeus	2877725	23.0
barcode20	263	0.000214022301		Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella shuangheensis	2877723	22.3
barcode20	36	0.000321144595		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma tephrensis	151289	33.5
barcode20	237	0.000135098083		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma europaea	2877726	14.1
barcode20	9	0.000140549442		Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	Mycoemilia scoparia	417184	14.7
barcode20	182	0.000294921161		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia colbranii	2211346	30.8
barcode20	260	0.000286495983		Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella	Phaeotremella ovata	2877757	29.9
barcode20	39	0.001540041336		Basidiomycota	Ustilaginomycetes	Ustilaginales		Kalmanozyma	Kalmanozyma brasiliensis	1392244	160.7
barcode20	29	0.000566325481		Basidiomycota	Agaricomycetes	Lepidostromatales	Lepidostromataceae	Sulzbacheromyces	Sulzbacheromyces miomboensis	2021465	59.1
barcode20	52	0.000616702876		Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans	89926	64.4
barcode20	29	0.000345240710		Basidiomycota	Agaricomycetes	Lepidostromatales	Lepidostromataceae	Sulzbacheromyces	Sulzbacheromyces bicolor	1977396	36.0
barcode20	96	0.000193541605		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni	1961798	20.2
barcode20	67	0.000301740091		Ascomycota	Saccharomycetes	Phaffomycetales	Wickerhamomycetaceae	Wickerhamomyces	Wickerhamomyces xylosivorus	2038467	31.5
barcode20	86	0.000216352785		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera petersonii	36028	22.6
barcode20	256	0.000157901589		Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Octaviania	Octaviania nonae	1072254	16.5
barcode20	118	0.000271805737		Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale	64571	28.4
barcode20	127	0.000376126355		Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus ibericus	1932876	39.3
barcode20	7	0.000140052431		Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma pruni	1652704	14.6
barcode20	53	0.000709532244		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Candidozyma	Candidozyma pseudohaemuli	418784	74.0
barcode20	295	0.000216572064		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae		[Candida] anutae	224212	22.6
barcode20	134	0.000096890469		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma sorbariae	2877810	10.1
barcode20	46	0.000228738440		Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Ambrosiella	Ambrosiella nakashimae	1739102	23.9
barcode20	0	0.000138416713		Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella exiguelata	2841483	14.4
barcode20	140	0.002229703958		Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella bidoupensis	2565639	232.7
barcode20	192	0.000510668412		Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor	5325	53.3
barcode20	247	0.000719968496		Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Aureonarius	Aureonarius collybianus	700571	75.1
barcode20	154	0.000161875319		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium mucilaginum	2877763	16.9
barcode20	0	0.000137741636		Basidiomycota	Agaricomycetes	Agaricales		Xeromphalina	Xeromphalina setulipes	742028	14.4
barcode20	165	0.000282607948		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium globosum	2877761	29.5
barcode20	274	0.000843969221		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	Terramyces aquatica	3231536	88.1
barcode20	220	0.000260818684		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces solicola	3058948	27.2
barcode20	211	0.000130895220		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Pateramycetaceae	Pateramyces	Pateramyces pingflumenensis	3231534	13.7
barcode20	238	0.000121930857		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Halomycetaceae	Paludomyces	Paludomyces mangrovei	1675846	12.7
barcode20	153	0.000126126801		Chytridiomycota	Chytridiomycetes	Rhizophydiales		Operculomyces	Operculomyces laminatus	382552	13.2
barcode20	70	0.000129338651		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium brooksianum	324673	13.5
barcode20	155	0.000187416039		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer	109903	19.6
barcode20	38	0.000276977614		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora beticola	122368	28.9
barcode20	71	0.001179787374		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Kodamaea	Kodamaea ohmeri	34356	123.1
barcode20	293	0.000540274019		Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis	78545	56.4
barcode20	226	0.000124816635		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces thailandicus	3231529	13.0
barcode20	44	0.000502108238		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Yamadazyma	Yamadazyma tenuis	2315449	52.4
barcode20	236	0.001295938065		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia ovata	2877736	135.2
barcode20	44	0.000984818735		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Yamadazyma	[Candida] blattariae	297794	102.8
barcode20	71	0.000203170194		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Kodamaea	Kodamaea arcana	234568	21.2
barcode20	150	0.000178789144		Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon arctostaphyli	176627	18.7
barcode20	10	0.000445011156		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	1873960	46.4
barcode20	268	0.001036958895		Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum otae	279323	108.2
barcode20	142	0.000321662263		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Rhizomarasmius	Rhizomarasmius cunninghamietorum	3031279	33.6
barcode20	257	0.000235222414		Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum lanuginosum	2580354	24.5
barcode20	101	0.000207714926		Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Phragmotaenium	Phragmotaenium fulvescens	58916	21.7
barcode20	292	0.000113542908		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Diutina	Diutina scorzettiae	399469	11.8
barcode20	64	0.000152848411		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Starmera	Starmera dryadoides	36021	16.0
barcode20	64	0.000634774258		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Starmera	[Candida] dendrica	49324	66.2
barcode20	199	0.000685268810		Basidiomycota	Ustilaginomycetes	Urocystidales	Floromycetaceae	Antherospora	Antherospora vindobonensis	747524	71.5
barcode20	178	0.000212214630		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria gossypina	2494426	22.1
barcode20	98	0.000160473711		Chytridiomycota	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces	Lobulomyces poculatus	447950	16.7
barcode20	225	0.000164049399		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces ubonensis	3231530	17.1
