from	to	rho	from_module	to_module
Dysgonomonadaceae	Hujiaoplasmataceae	0.829	3	3
Dysgonomonadaceae	Longimicrobiaceae	1	3	3
Dysgonomonadaceae	Lutisporaceae	0.771	3	3
Dysgonomonadaceae	Nitrobacteraceae	0.771	3	3
Dysgonomonadaceae	Paludibacteraceae	0.771	3	3
Dysgonomonadaceae	Pedosphaeraceae	0.829	3	3
Dysgonomonadaceae	Pleomorphomonadaceae	0.829	3	3
Dysgonomonadaceae	Porphyromonadaceae	0.829	3	3
Dysgonomonadaceae	Pumilibacteraceae	0.714	3	3
Dysgonomonadaceae	Rhodospirillaceae	0.829	3	3
Dysgonomonadaceae	Sphingobiaceae	0.771	3	3
Dysgonomonadaceae	Tannerellaceae	0.829	3	3
Erysipelotrichaceae	Fulvivirgaceae	0.829	3	3
Erysipelotrichaceae	Gracilibacteraceae	0.829	3	3
Erysipelotrichaceae	Lentimicrobiaceae	0.771	3	3
Erysipelotrichaceae	Longimicrobiaceae	0.771	3	3
Erysipelotrichaceae	Lutisporaceae	0.829	3	3
Erysipelotrichaceae	Paludibacteraceae	0.714	3	3
Erysipelotrichaceae	Pedosphaeraceae	0.771	3	3
Erysipelotrichaceae	Rhodospirillaceae	0.771	3	3
Erythrobacteraceae	Eubacteriaceae	0.714	2	2
Erythrobacteraceae	Hyphomonadaceae	0.771	2	2
Erythrobacteraceae	Marinilabiliaceae	0.771	2	2
Erythrobacteraceae	Peptococcaceae	0.771	2	2
Erythrobacteraceae	Rhodocyclaceae	0.771	2	2
Erythrobacteraceae	Roseobacteraceae	0.886	2	2
Erythrobacteraceae	Roseomonadaceae	0.943	2	2
Erythrobacteraceae	Rubricoccaceae	0.714	2	2
Erythrobacteraceae	Sphingorhabdaceae	0.829	2	2
Erythrobacteraceae	Sphingosinicellaceae	0.886	2	2
Erythrobacteraceae	Vicinamibacteraceae	0.771	2	2
Eubacteriaceae	Fimbriimonadaceae	0.714	2	2
Eubacteriaceae	Fusobacteriaceae	0.943	2	2
Eubacteriaceae	Gemmatimonadaceae	0.886	2	2
Eubacteriaceae	Hyphomonadaceae	0.771	2	2
Eubacteriaceae	Kaistiaceae	0.771	2	2
Eubacteriaceae	Lachnospiraceae	0.771	2	2
Eubacteriaceae	Legionellaceae	0.714	2	2
Eubacteriaceae	Lysobacteraceae	0.771	2	2
Eubacteriaceae	Marinilabiliaceae	0.771	2	2
Eubacteriaceae	Methylophilaceae	0.771	2	2
Eubacteriaceae	Opitutaceae	0.771	2	2
Eubacteriaceae	Oscillospiraceae	0.771	2	2
Eubacteriaceae	Paracoccaceae	0.886	2	2
Eubacteriaceae	Rhodocyclaceae	0.943	2	2
Eubacteriaceae	Roseobacteraceae	0.829	2	2
Eubacteriaceae	Roseomonadaceae	0.771	2	2
Eubacteriaceae	Rubricoccaceae	0.829	2	2
Eubacteriaceae	Sphaerotilaceae	0.714	2	2
Eubacteriaceae	Sphingomonadaceae	0.829	2	2
Eubacteriaceae	Sphingopyxidaceae	0.886	2	2
Eubacteriaceae	Sphingorhabdaceae	0.886	2	2
Eubacteriaceae	Sphingosinicellaceae	0.829	2	2
Eubacteriaceae	Sporomusaceae	0.771	2	2
Eubacteriaceae	Steroidobacteraceae	0.829	2	2
Eubacteriaceae	Vicinamibacteraceae	0.943	2	2
Eubacteriaceae	Xylanivirgaceae	0.829	2	2
Eubacteriales Family XII. Incertae Sedis	Flavobacteriaceae	0.829	1	1
Eubacteriales Family XII. Incertae Sedis	Prolixibacteraceae	0.771	1	3
Filifactoraceae	Marinifilaceae	0.943	2	2
Fimbriimonadaceae	Fusobacteriaceae	0.771	2	2
Fimbriimonadaceae	Gemmatimonadaceae	0.829	2	2
Fimbriimonadaceae	Kaistiaceae	0.943	2	2
Fimbriimonadaceae	Lachnospiraceae	0.943	2	2
Fimbriimonadaceae	Legionellaceae	1	2	2
Fimbriimonadaceae	Lysobacteraceae	0.943	2	2
Fimbriimonadaceae	Marinifilaceae	0.771	2	2
Fimbriimonadaceae	Marinilabiliaceae	0.943	2	2
Fimbriimonadaceae	Methylophilaceae	0.943	2	2
Fimbriimonadaceae	Opitutaceae	0.943	2	2
Fimbriimonadaceae	Oscillospiraceae	0.943	2	2
Fimbriimonadaceae	Paracoccaceae	0.829	2	2
Fimbriimonadaceae	Peptococcaceae	0.771	2	2
Fimbriimonadaceae	Rhodocyclaceae	0.771	2	2
Fimbriimonadaceae	Roseomonadaceae	0.771	2	2
Fimbriimonadaceae	Rubricoccaceae	0.886	2	2
Fimbriimonadaceae	Sphaerotilaceae	1	2	2
Fimbriimonadaceae	Sphingomonadaceae	0.886	2	2
Fimbriimonadaceae	Sporomusaceae	0.943	2	2
Fimbriimonadaceae	Steroidobacteraceae	0.886	2	2
Fimbriimonadaceae	Vicinamibacteraceae	0.771	2	2
Fimbriimonadaceae	Xylanivirgaceae	0.886	2	2
Fulvivirgaceae	Gracilibacteraceae	1	3	3
Fulvivirgaceae	Hujiaoplasmataceae	0.771	3	3
Fulvivirgaceae	Lentimicrobiaceae	0.771	3	3
Fulvivirgaceae	Longimicrobiaceae	0.943	3	3
Fulvivirgaceae	Lutisporaceae	0.829	3	3
Fulvivirgaceae	Nitrobacteraceae	0.829	3	3
Fulvivirgaceae	Paludibacteraceae	0.886	3	3
Fulvivirgaceae	Pedosphaeraceae	0.943	3	3
Fulvivirgaceae	Pleomorphomonadaceae	0.771	3	3
Fulvivirgaceae	Porphyromonadaceae	0.771	3	3
Fulvivirgaceae	Prolixibacteraceae	0.771	3	3
Fulvivirgaceae	Rhodospirillaceae	0.943	3	3
Fulvivirgaceae	Sphingobiaceae	0.829	3	3
Fulvivirgaceae	Tannerellaceae	0.771	3	3
Fusobacteriaceae	Gemmatimonadaceae	0.943	2	2
Fusobacteriaceae	Hyphomonadaceae	0.829	2	2
Fusobacteriaceae	Kaistiaceae	0.829	2	2
Fusobacteriaceae	Lachnospiraceae	0.886	2	2
Fusobacteriaceae	Legionellaceae	0.771	2	2
Fusobacteriaceae	Lysobacteraceae	0.886	2	2
Fusobacteriaceae	Marinilabiliaceae	0.714	2	2
Fusobacteriaceae	Methylophilaceae	0.886	2	2
Fusobacteriaceae	Opitutaceae	0.829	2	2
Fusobacteriaceae	Oscillospiraceae	0.886	2	2
Fusobacteriaceae	Paracoccaceae	0.943	2	2
Fusobacteriaceae	Peptococcaceae	0.714	2	2
Fusobacteriaceae	Rhodocyclaceae	0.886	2	2
Fusobacteriaceae	Roseobacteraceae	0.771	2	2
Fusobacteriaceae	Rubricoccaceae	0.771	2	2
Fusobacteriaceae	Sphaerotilaceae	0.771	2	2
Fusobacteriaceae	Sphingomonadaceae	0.943	2	2
Fusobacteriaceae	Sphingopyxidaceae	0.943	2	2
Fusobacteriaceae	Sphingorhabdaceae	0.771	2	2
Fusobacteriaceae	Sphingosinicellaceae	0.771	2	2
Fusobacteriaceae	Sporomusaceae	0.886	2	2
Fusobacteriaceae	Steroidobacteraceae	0.943	2	2
Fusobacteriaceae	Vicinamibacteraceae	0.886	2	2
Fusobacteriaceae	Xylanivirgaceae	0.943	2	2
Gemmatimonadaceae	Hyphomonadaceae	0.771	2	2
Gemmatimonadaceae	Kaistiaceae	0.771	2	2
Gemmatimonadaceae	Lachnospiraceae	0.943	2	2
Gemmatimonadaceae	Legionellaceae	0.829	2	2
Gemmatimonadaceae	Lysobacteraceae	0.943	2	2
Gemmatimonadaceae	Marinilabiliaceae	0.771	2	2
Gemmatimonadaceae	Methylophilaceae	0.943	2	2
Gemmatimonadaceae	Opitutaceae	0.771	2	2
Gemmatimonadaceae	Oscillospiraceae	0.943	2	2
Gemmatimonadaceae	Paracoccaceae	1	2	2
Gemmatimonadaceae	Peptococcaceae	0.771	2	2
Gemmatimonadaceae	Rhodocyclaceae	0.943	2	2
Gemmatimonadaceae	Roseobacteraceae	0.714	2	2
Gemmatimonadaceae	Roseomonadaceae	0.771	2	2
Gemmatimonadaceae	Rubricoccaceae	0.714	2	2
Gemmatimonadaceae	Sphaerotilaceae	0.829	2	2
Gemmatimonadaceae	Sphingomonadaceae	0.886	2	2
Gemmatimonadaceae	Sphingopyxidaceae	0.829	2	2
Gemmatimonadaceae	Sphingosinicellaceae	0.714	2	2
Gemmatimonadaceae	Sporomusaceae	0.943	2	2
Gemmatimonadaceae	Steroidobacteraceae	0.886	2	2
Gemmatimonadaceae	Vicinamibacteraceae	0.943	2	2
Gemmatimonadaceae	Xylanivirgaceae	0.886	2	2
Geobacteraceae	Pseudobdellovibrionaceae	0.829	5	5
Gracilibacteraceae	Hujiaoplasmataceae	0.771	3	3
Gracilibacteraceae	Lentimicrobiaceae	0.771	3	3
Gracilibacteraceae	Longimicrobiaceae	0.943	3	3
Gracilibacteraceae	Lutisporaceae	0.829	3	3
Gracilibacteraceae	Nitrobacteraceae	0.829	3	3
Gracilibacteraceae	Paludibacteraceae	0.886	3	3
Gracilibacteraceae	Pedosphaeraceae	0.943	3	3
Gracilibacteraceae	Pleomorphomonadaceae	0.771	3	3
Gracilibacteraceae	Porphyromonadaceae	0.771	3	3
Gracilibacteraceae	Prolixibacteraceae	0.771	3	3
Gracilibacteraceae	Rhodospirillaceae	0.943	3	3
Gracilibacteraceae	Sphingobiaceae	0.829	3	3
Gracilibacteraceae	Tannerellaceae	0.771	3	3
Hujiaoplasmataceae	Longimicrobiaceae	0.829	3	3
Hujiaoplasmataceae	Nitrobacteraceae	0.943	3	3
Hujiaoplasmataceae	Paludibacteraceae	0.771	3	3
Hujiaoplasmataceae	Pedosphaeraceae	0.829	3	3
Hujiaoplasmataceae	Pleomorphomonadaceae	1	3	3
Hujiaoplasmataceae	Porphyromonadaceae	1	3	3
Hujiaoplasmataceae	Pumilibacteraceae	0.943	3	3
Hujiaoplasmataceae	Rhodospirillaceae	0.829	3	3
Hujiaoplasmataceae	Sphingobiaceae	0.943	3	3
Hujiaoplasmataceae	Tannerellaceae	1	3	3
Hyphomicrobiaceae	Iamiaceae	0.771	4	4
Hyphomicrobiaceae	Microbacteriaceae	0.829	4	4
Hyphomicrobiaceae	Rhizobiaceae	0.714	4	4
Hyphomonadaceae	Lachnospiraceae	0.714	2	2
Hyphomonadaceae	Lysobacteraceae	0.714	2	2
Hyphomonadaceae	Methylophilaceae	0.714	2	2
Hyphomonadaceae	Oscillospiraceae	0.714	2	2
Hyphomonadaceae	Paracoccaceae	0.771	2	2
Hyphomonadaceae	Peptococcaceae	0.886	2	2
Hyphomonadaceae	Rhodocyclaceae	0.714	2	2
Hyphomonadaceae	Roseobacteraceae	0.943	2	2
Hyphomonadaceae	Sphingomonadaceae	0.771	2	2
Hyphomonadaceae	Sphingopyxidaceae	0.943	2	2
Hyphomonadaceae	Sphingorhabdaceae	0.771	2	2
Hyphomonadaceae	Sphingosinicellaceae	0.943	2	2
Hyphomonadaceae	Sporomusaceae	0.714	2	2
Hyphomonadaceae	Steroidobacteraceae	0.771	2	2
Hyphomonadaceae	Vicinamibacteraceae	0.714	2	2
Hyphomonadaceae	Xylanivirgaceae	0.771	2	2
Iamiaceae	Kiloniellaceae	0.886	4	4
Iamiaceae	Microbacteriaceae	0.943	4	4
Iamiaceae	Nocardioidaceae	0.943	4	4
Iamiaceae	Rhizobiaceae	0.829	4	4
Kaistiaceae	Lachnospiraceae	0.886	2	2
Kaistiaceae	Legionellaceae	0.943	2	2
Kaistiaceae	Lysobacteraceae	0.886	2	2
Kaistiaceae	Marinilabiliaceae	0.886	2	2
Kaistiaceae	Methylophilaceae	0.886	2	2
Kaistiaceae	Opitutaceae	1	2	2
Kaistiaceae	Oscillospiraceae	0.886	2	2
Kaistiaceae	Paracoccaceae	0.771	2	2
Kaistiaceae	Peptococcaceae	0.714	2	2
Kaistiaceae	Rhodocyclaceae	0.714	2	2
Kaistiaceae	Rubricoccaceae	0.943	2	2
Kaistiaceae	Sphaerotilaceae	0.943	2	2
Kaistiaceae	Sphingomonadaceae	0.943	2	2
Kaistiaceae	Sphingopyxidaceae	0.771	2	2
Kaistiaceae	Sphingorhabdaceae	0.771	2	2
Kaistiaceae	Sporomusaceae	0.886	2	2
Kaistiaceae	Steroidobacteraceae	0.943	2	2
Kaistiaceae	Vicinamibacteraceae	0.714	2	2
Kaistiaceae	Xylanivirgaceae	0.943	2	2
Kiloniellaceae	Microbacteriaceae	0.943	4	4
Kiloniellaceae	Nocardioidaceae	0.943	4	4
Kiloniellaceae	Rhizobiaceae	0.886	4	4
Lachnospiraceae	Legionellaceae	0.943	2	2
Lachnospiraceae	Lysobacteraceae	1	2	2
Lachnospiraceae	Marinifilaceae	0.714	2	2
Lachnospiraceae	Marinilabiliaceae	0.829	2	2
Lachnospiraceae	Methylophilaceae	1	2	2
Lachnospiraceae	Opitutaceae	0.886	2	2
Lachnospiraceae	Oscillospiraceae	1	2	2
Lachnospiraceae	Paracoccaceae	0.943	2	2
Lachnospiraceae	Peptococcaceae	0.829	2	2
Lachnospiraceae	Rhodocyclaceae	0.829	2	2
Lachnospiraceae	Roseomonadaceae	0.714	2	2
Lachnospiraceae	Rubricoccaceae	0.771	2	2
Lachnospiraceae	Sphaerotilaceae	0.943	2	2
Lachnospiraceae	Sphingomonadaceae	0.943	2	2
Lachnospiraceae	Sphingopyxidaceae	0.771	2	2
Lachnospiraceae	Sporomusaceae	1	2	2
Lachnospiraceae	Steroidobacteraceae	0.943	2	2
Lachnospiraceae	Vicinamibacteraceae	0.829	2	2
Lachnospiraceae	Xylanivirgaceae	0.943	2	2
Legionellaceae	Lysobacteraceae	0.943	2	2
Legionellaceae	Marinifilaceae	0.771	2	2
Legionellaceae	Marinilabiliaceae	0.943	2	2
Legionellaceae	Methylophilaceae	0.943	2	2
Legionellaceae	Opitutaceae	0.943	2	2
Legionellaceae	Oscillospiraceae	0.943	2	2
Legionellaceae	Paracoccaceae	0.829	2	2
Legionellaceae	Peptococcaceae	0.771	2	2
Legionellaceae	Rhodocyclaceae	0.771	2	2
Legionellaceae	Roseomonadaceae	0.771	2	2
Legionellaceae	Rubricoccaceae	0.886	2	2
Legionellaceae	Sphaerotilaceae	1	2	2
Legionellaceae	Sphingomonadaceae	0.886	2	2
Legionellaceae	Sporomusaceae	0.943	2	2
Legionellaceae	Steroidobacteraceae	0.886	2	2
Legionellaceae	Vicinamibacteraceae	0.771	2	2
Legionellaceae	Xylanivirgaceae	0.886	2	2
Lentimicrobiaceae	Lutisporaceae	0.943	3	3
Lentimicrobiaceae	Nitrobacteraceae	0.771	3	3
Lentimicrobiaceae	Paludibacteraceae	0.943	3	3
Lentimicrobiaceae	Pedosphaeraceae	0.829	3	3
Lentimicrobiaceae	Rhodospirillaceae	0.829	3	3
Lentimicrobiaceae	Sphingobiaceae	0.771	3	3
Longimicrobiaceae	Lutisporaceae	0.771	3	3
Longimicrobiaceae	Nitrobacteraceae	0.771	3	3
Longimicrobiaceae	Paludibacteraceae	0.771	3	3
Longimicrobiaceae	Pedosphaeraceae	0.829	3	3
Longimicrobiaceae	Pleomorphomonadaceae	0.829	3	3
Longimicrobiaceae	Porphyromonadaceae	0.829	3	3
Longimicrobiaceae	Pumilibacteraceae	0.714	3	3
Longimicrobiaceae	Rhodospirillaceae	0.829	3	3
Longimicrobiaceae	Sphingobiaceae	0.771	3	3
Longimicrobiaceae	Tannerellaceae	0.829	3	3
Lutisporaceae	Paludibacteraceae	0.886	3	3
Lutisporaceae	Pedosphaeraceae	0.771	3	3
Lutisporaceae	Rhodospirillaceae	0.771	3	3
Lysobacteraceae	Marinifilaceae	0.714	2	2
Lysobacteraceae	Marinilabiliaceae	0.829	2	2
Lysobacteraceae	Methylophilaceae	1	2	2
Lysobacteraceae	Opitutaceae	0.886	2	2
Lysobacteraceae	Oscillospiraceae	1	2	2
Lysobacteraceae	Paracoccaceae	0.943	2	2
Lysobacteraceae	Peptococcaceae	0.829	2	2
Lysobacteraceae	Rhodocyclaceae	0.829	2	2
Lysobacteraceae	Roseomonadaceae	0.714	2	2
Lysobacteraceae	Rubricoccaceae	0.771	2	2
Lysobacteraceae	Sphaerotilaceae	0.943	2	2
Lysobacteraceae	Sphingomonadaceae	0.943	2	2
Lysobacteraceae	Sphingopyxidaceae	0.771	2	2
Lysobacteraceae	Sporomusaceae	1	2	2
Lysobacteraceae	Steroidobacteraceae	0.943	2	2
Lysobacteraceae	Vicinamibacteraceae	0.829	2	2
Lysobacteraceae	Xylanivirgaceae	0.943	2	2
Marinifilaceae	Methylophilaceae	0.714	2	2
Marinifilaceae	Oscillospiraceae	0.714	2	2
Marinifilaceae	Sphaerotilaceae	0.771	2	2
Marinifilaceae	Sporomusaceae	0.714	2	2
Marinilabiliaceae	Methylophilaceae	0.829	2	2
Marinilabiliaceae	Opitutaceae	0.886	2	2
Marinilabiliaceae	Oscillospiraceae	0.829	2	2
Marinilabiliaceae	Paracoccaceae	0.771	2	2
Marinilabiliaceae	Rhodocyclaceae	0.829	2	2
Marinilabiliaceae	Roseomonadaceae	0.886	2	2
Marinilabiliaceae	Rubricoccaceae	0.943	2	2
Marinilabiliaceae	Sphaerotilaceae	0.943	2	2
Marinilabiliaceae	Sphingomonadaceae	0.771	2	2
Marinilabiliaceae	Sphingorhabdaceae	0.771	2	2
Marinilabiliaceae	Sporomusaceae	0.829	2	2
Marinilabiliaceae	Steroidobacteraceae	0.771	2	2
Marinilabiliaceae	Vicinamibacteraceae	0.829	2	2
Marinilabiliaceae	Xylanivirgaceae	0.771	2	2
Methylophilaceae	Opitutaceae	0.886	2	2
Methylophilaceae	Oscillospiraceae	1	2	2
Methylophilaceae	Paracoccaceae	0.943	2	2
Methylophilaceae	Peptococcaceae	0.829	2	2
Methylophilaceae	Rhodocyclaceae	0.829	2	2
Methylophilaceae	Roseomonadaceae	0.714	2	2
Methylophilaceae	Rubricoccaceae	0.771	2	2
Methylophilaceae	Sphaerotilaceae	0.943	2	2
Methylophilaceae	Sphingomonadaceae	0.943	2	2
Methylophilaceae	Sphingopyxidaceae	0.771	2	2
Methylophilaceae	Sporomusaceae	1	2	2
Methylophilaceae	Steroidobacteraceae	0.943	2	2
Methylophilaceae	Vicinamibacteraceae	0.829	2	2
Methylophilaceae	Xylanivirgaceae	0.943	2	2
Microbacteriaceae	Nocardioidaceae	0.886	4	4
Microbacteriaceae	Rhizobiaceae	0.943	4	4
Nitrobacteraceae	Paludibacteraceae	0.886	3	3
Nitrobacteraceae	Pedosphaeraceae	0.943	3	3
Nitrobacteraceae	Pleomorphomonadaceae	0.943	3	3
Nitrobacteraceae	Porphyromonadaceae	0.943	3	3
Nitrobacteraceae	Pumilibacteraceae	0.829	3	3
Nitrobacteraceae	Rhodospirillaceae	0.943	3	3
Nitrobacteraceae	Sphingobiaceae	1	3	3
Nitrobacteraceae	Tannerellaceae	0.943	3	3
Nocardioidaceae	Rhizobiaceae	0.771	4	4
Opitutaceae	Oscillospiraceae	0.886	2	2
Opitutaceae	Paracoccaceae	0.771	2	2
Opitutaceae	Peptococcaceae	0.714	2	2
Opitutaceae	Rhodocyclaceae	0.714	2	2
Opitutaceae	Rubricoccaceae	0.943	2	2
Opitutaceae	Sphaerotilaceae	0.943	2	2
Opitutaceae	Sphingomonadaceae	0.943	2	2
Opitutaceae	Sphingopyxidaceae	0.771	2	2
Opitutaceae	Sphingorhabdaceae	0.771	2	2
Opitutaceae	Sporomusaceae	0.886	2	2
Opitutaceae	Steroidobacteraceae	0.943	2	2
Opitutaceae	Vicinamibacteraceae	0.714	2	2
Opitutaceae	Xylanivirgaceae	0.943	2	2
Oscillospiraceae	Paracoccaceae	0.943	2	2
Oscillospiraceae	Peptococcaceae	0.829	2	2
Oscillospiraceae	Rhodocyclaceae	0.829	2	2
Oscillospiraceae	Roseomonadaceae	0.714	2	2
Oscillospiraceae	Rubricoccaceae	0.771	2	2
Oscillospiraceae	Sphaerotilaceae	0.943	2	2
Oscillospiraceae	Sphingomonadaceae	0.943	2	2
Oscillospiraceae	Sphingopyxidaceae	0.771	2	2
Oscillospiraceae	Sporomusaceae	1	2	2
Oscillospiraceae	Steroidobacteraceae	0.943	2	2
Oscillospiraceae	Vicinamibacteraceae	0.829	2	2
Oscillospiraceae	Xylanivirgaceae	0.943	2	2
Paludibacteraceae	Pedosphaeraceae	0.943	3	3
Paludibacteraceae	Pleomorphomonadaceae	0.771	3	3
Paludibacteraceae	Porphyromonadaceae	0.771	3	3
Paludibacteraceae	Prolixibacteraceae	0.771	3	3
Paludibacteraceae	Rhodospirillaceae	0.943	3	3
Paludibacteraceae	Sphingobiaceae	0.886	3	3
Paludibacteraceae	Tannerellaceae	0.771	3	3
Paracoccaceae	Peptococcaceae	0.771	2	2
Paracoccaceae	Rhodocyclaceae	0.943	2	2
Paracoccaceae	Roseobacteraceae	0.714	2	2
Paracoccaceae	Roseomonadaceae	0.771	2	2
Paracoccaceae	Rubricoccaceae	0.714	2	2
Paracoccaceae	Sphaerotilaceae	0.829	2	2
Paracoccaceae	Sphingomonadaceae	0.886	2	2
Paracoccaceae	Sphingopyxidaceae	0.829	2	2
Paracoccaceae	Sphingosinicellaceae	0.714	2	2
Paracoccaceae	Sporomusaceae	0.943	2	2
Paracoccaceae	Steroidobacteraceae	0.886	2	2
Paracoccaceae	Vicinamibacteraceae	0.943	2	2
Paracoccaceae	Xylanivirgaceae	0.886	2	2
Pedosphaeraceae	Pleomorphomonadaceae	0.829	3	3
Pedosphaeraceae	Porphyromonadaceae	0.829	3	3
Pedosphaeraceae	Prolixibacteraceae	0.714	3	3
Pedosphaeraceae	Rhodospirillaceae	1	3	3
Pedosphaeraceae	Sphingobiaceae	0.943	3	3
Pedosphaeraceae	Tannerellaceae	0.829	3	3
Peptococcaceae	Roseobacteraceae	0.771	2	2
Peptococcaceae	Roseomonadaceae	0.714	2	2
Peptococcaceae	Sphaerotilaceae	0.771	2	2
Peptococcaceae	Sphingomonadaceae	0.771	2	2
Peptococcaceae	Sphingopyxidaceae	0.771	2	2
Peptococcaceae	Sphingosinicellaceae	0.771	2	2
Peptococcaceae	Sporomusaceae	0.829	2	2
Peptococcaceae	Steroidobacteraceae	0.771	2	2
Peptococcaceae	Xylanivirgaceae	0.771	2	2
Pleomorphomonadaceae	Porphyromonadaceae	1	3	3
Pleomorphomonadaceae	Pumilibacteraceae	0.943	3	3
Pleomorphomonadaceae	Rhodospirillaceae	0.829	3	3
Pleomorphomonadaceae	Sphingobiaceae	0.943	3	3
Pleomorphomonadaceae	Tannerellaceae	1	3	3
Porphyromonadaceae	Pumilibacteraceae	0.943	3	3
Porphyromonadaceae	Rhodospirillaceae	0.829	3	3
Porphyromonadaceae	Sphingobiaceae	0.943	3	3
Porphyromonadaceae	Tannerellaceae	1	3	3
Prolixibacteraceae	Rhodospirillaceae	0.714	3	3
Pumilibacteraceae	Sphingobiaceae	0.829	3	3
Pumilibacteraceae	Tannerellaceae	0.943	3	3
Rhodocyclaceae	Roseobacteraceae	0.771	2	2
Rhodocyclaceae	Roseomonadaceae	0.886	2	2
Rhodocyclaceae	Rubricoccaceae	0.771	2	2
Rhodocyclaceae	Sphaerotilaceae	0.771	2	2
Rhodocyclaceae	Sphingomonadaceae	0.771	2	2
Rhodocyclaceae	Sphingopyxidaceae	0.771	2	2
Rhodocyclaceae	Sphingorhabdaceae	0.771	2	2
Rhodocyclaceae	Sphingosinicellaceae	0.771	2	2
Rhodocyclaceae	Sporomusaceae	0.829	2	2
Rhodocyclaceae	Steroidobacteraceae	0.771	2	2
Rhodocyclaceae	Vicinamibacteraceae	1	2	2
Rhodocyclaceae	Xylanivirgaceae	0.771	2	2
Rhodospirillaceae	Sphingobiaceae	0.943	3	3
Rhodospirillaceae	Tannerellaceae	0.829	3	3
Roseobacteraceae	Roseomonadaceae	0.771	2	2
Roseobacteraceae	Sphingopyxidaceae	0.886	2	2
Roseobacteraceae	Sphingorhabdaceae	0.886	2	2
Roseobacteraceae	Sphingosinicellaceae	1	2	2
Roseobacteraceae	Vicinamibacteraceae	0.771	2	2
Roseomonadaceae	Rubricoccaceae	0.771	2	2
Roseomonadaceae	Sphaerotilaceae	0.771	2	2
Roseomonadaceae	Sphingorhabdaceae	0.771	2	2
Roseomonadaceae	Sphingosinicellaceae	0.771	2	2
Roseomonadaceae	Sporomusaceae	0.714	2	2
Roseomonadaceae	Vicinamibacteraceae	0.886	2	2
Rubricoccaceae	Sphaerotilaceae	0.886	2	2
Rubricoccaceae	Sphingomonadaceae	0.829	2	2
Rubricoccaceae	Sphingopyxidaceae	0.714	2	2
Rubricoccaceae	Sphingorhabdaceae	0.886	2	2
Rubricoccaceae	Sporomusaceae	0.771	2	2
Rubricoccaceae	Steroidobacteraceae	0.829	2	2
Rubricoccaceae	Vicinamibacteraceae	0.771	2	2
Rubricoccaceae	Xylanivirgaceae	0.829	2	2
Sphaerotilaceae	Sphingomonadaceae	0.886	2	2
Sphaerotilaceae	Sporomusaceae	0.943	2	2
Sphaerotilaceae	Steroidobacteraceae	0.886	2	2
Sphaerotilaceae	Vicinamibacteraceae	0.771	2	2
Sphaerotilaceae	Xylanivirgaceae	0.886	2	2
Sphingobiaceae	Tannerellaceae	0.943	3	3
Sphingomonadaceae	Sphingopyxidaceae	0.886	2	2
Sphingomonadaceae	Sphingorhabdaceae	0.714	2	2
Sphingomonadaceae	Sporomusaceae	0.943	2	2
Sphingomonadaceae	Steroidobacteraceae	1	2	2
Sphingomonadaceae	Vicinamibacteraceae	0.771	2	2
Sphingomonadaceae	Xylanivirgaceae	1	2	2
Sphingopyxidaceae	Sphingorhabdaceae	0.829	2	2
Sphingopyxidaceae	Sphingosinicellaceae	0.886	2	2
Sphingopyxidaceae	Sporomusaceae	0.771	2	2
Sphingopyxidaceae	Steroidobacteraceae	0.886	2	2
Sphingopyxidaceae	Vicinamibacteraceae	0.771	2	2
Sphingopyxidaceae	Xylanivirgaceae	0.886	2	2
Sphingorhabdaceae	Sphingosinicellaceae	0.886	2	2
Sphingorhabdaceae	Steroidobacteraceae	0.714	2	2
Sphingorhabdaceae	Vicinamibacteraceae	0.771	2	2
Sphingorhabdaceae	Xylanivirgaceae	0.714	2	2
Sphingosinicellaceae	Vicinamibacteraceae	0.771	2	2
Sporomusaceae	Steroidobacteraceae	0.943	2	2
Sporomusaceae	Vicinamibacteraceae	0.829	2	2
Sporomusaceae	Xylanivirgaceae	0.943	2	2
Steroidobacteraceae	Vicinamibacteraceae	0.771	2	2
Steroidobacteraceae	Xylanivirgaceae	1	2	2
Vicinamibacteraceae	Xylanivirgaceae	0.771	2	2
