from	to	rho	from_module	to_module
OTU_1	OTU_105	0.829	1	1
OTU_1	OTU_106	0.886	1	1
OTU_1	OTU_109	0.943	1	1
OTU_1	OTU_111	0.943	1	1
OTU_1	OTU_113	0.829	1	1
OTU_1	OTU_120	0.943	1	1
OTU_1	OTU_121	0.943	1	1
OTU_1	OTU_124	0.829	1	1
OTU_1	OTU_13	0.943	1	1
OTU_1	OTU_130	0.829	1	1
OTU_1	OTU_133	1	1	1
OTU_1	OTU_139	1	1	1
OTU_1	OTU_143	0.886	1	1
OTU_1	OTU_146	0.829	1	1
OTU_1	OTU_151	0.829	1	1
OTU_1	OTU_153	0.771	1	1
OTU_1	OTU_154	0.714	1	1
OTU_1	OTU_157	0.771	1	1
OTU_1	OTU_161	0.829	1	1
OTU_1	OTU_167	0.829	1	1
OTU_1	OTU_17	0.829	1	1
OTU_1	OTU_170	0.886	1	1
OTU_1	OTU_174	0.943	1	1
OTU_1	OTU_183	0.829	1	1
OTU_1	OTU_186	0.829	1	1
OTU_1	OTU_19	0.829	1	1
OTU_1	OTU_23	0.943	1	1
OTU_1	OTU_230	0.771	1	1
OTU_1	OTU_234	0.829	1	1
OTU_1	OTU_237	1	1	1
OTU_1	OTU_239	0.943	1	1
OTU_1	OTU_240	0.829	1	1
OTU_1	OTU_242	0.943	1	1
OTU_1	OTU_245	0.771	1	1
OTU_1	OTU_252	0.714	1	1
OTU_1	OTU_255	0.943	1	1
OTU_1	OTU_257	0.943	1	1
OTU_1	OTU_26	0.943	1	1
OTU_1	OTU_27	0.943	1	1
OTU_1	OTU_276	0.886	1	1
OTU_1	OTU_280	0.771	1	1
OTU_1	OTU_292	0.771	1	1
OTU_1	OTU_298	0.943	1	1
OTU_1	OTU_300	0.829	1	1
OTU_1	OTU_302	0.771	1	1
OTU_1	OTU_305	0.943	1	1
OTU_1	OTU_31	1	1	1
OTU_1	OTU_320	1	1	1
OTU_1	OTU_321	0.829	1	1
OTU_1	OTU_325	0.771	1	1
OTU_1	OTU_327	1	1	1
OTU_1	OTU_329	0.943	1	1
OTU_1	OTU_330	0.771	1	1
OTU_1	OTU_34	0.829	1	1
OTU_1	OTU_347	0.943	1	1
OTU_1	OTU_4	0.771	1	1
OTU_1	OTU_44	0.829	1	1
OTU_1	OTU_46	0.943	1	1
OTU_1	OTU_53	0.943	1	1
OTU_1	OTU_58	0.943	1	1
OTU_1	OTU_6	0.829	1	1
OTU_1	OTU_65	0.829	1	1
OTU_1	OTU_68	0.771	1	1
OTU_1	OTU_69	0.829	1	1
OTU_1	OTU_71	0.943	1	1
OTU_1	OTU_72	1	1	1
OTU_1	OTU_81	1	1	1
OTU_1	OTU_82	0.714	1	1
OTU_1	OTU_83	0.771	1	1
OTU_1	OTU_85	0.886	1	1
OTU_1	OTU_86	0.771	1	1
OTU_1	OTU_87	0.943	1	1
OTU_1	OTU_88	0.943	1	1
OTU_1	OTU_96	1	1	1
OTU_1	OTU_98	0.829	1	1
OTU_10	OTU_104	0.943	2	2
OTU_10	OTU_108	0.829	2	2
OTU_10	OTU_11	0.829	2	2
OTU_10	OTU_119	0.714	2	2
OTU_10	OTU_12	0.771	2	2
OTU_10	OTU_123	0.771	2	2
OTU_10	OTU_125	0.943	2	2
OTU_10	OTU_128	0.943	2	2
OTU_10	OTU_132	0.829	2	2
OTU_10	OTU_135	0.771	2	2
OTU_10	OTU_136	0.714	2	2
OTU_10	OTU_142	0.714	2	2
OTU_10	OTU_145	0.714	2	2
OTU_10	OTU_148	0.771	2	2
OTU_10	OTU_156	0.771	2	2
OTU_10	OTU_158	0.943	2	2
OTU_10	OTU_159	0.943	2	2
OTU_10	OTU_16	0.771	2	2
OTU_10	OTU_163	0.886	2	2
OTU_10	OTU_165	0.886	2	2
OTU_10	OTU_172	0.771	2	2
OTU_10	OTU_173	0.714	2	2
OTU_10	OTU_175	0.771	2	2
OTU_10	OTU_179	0.771	2	2
OTU_10	OTU_18	0.714	2	2
OTU_10	OTU_180	0.829	2	2
OTU_10	OTU_182	0.886	2	2
OTU_10	OTU_184	0.943	2	2
OTU_10	OTU_189	0.829	2	2
OTU_10	OTU_192	0.771	2	2
OTU_10	OTU_194	0.771	2	2
OTU_10	OTU_196	0.714	2	2
OTU_10	OTU_2	0.771	2	2
OTU_10	OTU_20	0.714	2	2
OTU_10	OTU_200	0.886	2	2
OTU_10	OTU_201	0.943	2	2
OTU_10	OTU_202	0.943	2	2
OTU_10	OTU_211	0.771	2	2
OTU_10	OTU_214	0.714	2	2
OTU_10	OTU_216	0.714	2	2
OTU_10	OTU_225	0.829	2	2
OTU_10	OTU_228	0.943	2	2
OTU_10	OTU_231	0.829	2	2
OTU_10	OTU_232	0.886	2	2
OTU_10	OTU_243	0.771	2	2
OTU_10	OTU_247	0.829	2	2
OTU_10	OTU_248	0.829	2	2
OTU_10	OTU_250	0.771	2	2
OTU_10	OTU_251	0.771	2	2
OTU_10	OTU_253	0.771	2	2
OTU_10	OTU_254	0.771	2	2
OTU_10	OTU_256	0.771	2	2
OTU_10	OTU_258	0.714	2	2
OTU_10	OTU_261	0.771	2	2
OTU_10	OTU_265	0.714	2	2
OTU_10	OTU_269	0.943	2	2
OTU_10	OTU_273	0.714	2	2
OTU_10	OTU_275	0.714	2	2
OTU_10	OTU_278	0.714	2	2
OTU_10	OTU_281	0.886	2	2
OTU_10	OTU_284	0.771	2	2
OTU_10	OTU_286	0.829	2	2
OTU_10	OTU_287	0.771	2	2
OTU_10	OTU_299	0.943	2	2
OTU_10	OTU_301	0.771	2	2
OTU_10	OTU_303	0.771	2	2
OTU_10	OTU_308	1	2	2
OTU_10	OTU_309	0.829	2	2
OTU_10	OTU_311	0.943	2	2
OTU_10	OTU_316	0.943	2	2
OTU_10	OTU_317	0.714	2	2
OTU_10	OTU_318	0.886	2	2
OTU_10	OTU_323	0.886	2	2
OTU_10	OTU_326	0.714	2	2
OTU_10	OTU_333	0.829	2	2
OTU_10	OTU_337	0.771	2	2
OTU_10	OTU_338	0.829	2	2
OTU_10	OTU_341	0.771	2	2
OTU_10	OTU_348	0.771	2	2
OTU_10	OTU_350	0.771	2	2
OTU_10	OTU_352	0.771	2	2
OTU_10	OTU_36	0.829	2	2
OTU_10	OTU_38	0.714	2	2
OTU_10	OTU_39	0.771	2	2
OTU_10	OTU_40	0.714	2	2
OTU_10	OTU_43	0.943	2	2
OTU_10	OTU_45	0.771	2	2
OTU_10	OTU_47	0.943	2	2
OTU_10	OTU_5	0.886	2	2
OTU_10	OTU_50	0.886	2	2
OTU_10	OTU_61	1	2	2
OTU_10	OTU_62	0.771	2	2
OTU_10	OTU_64	0.771	2	2
OTU_10	OTU_66	0.829	2	2
OTU_10	OTU_67	0.771	2	2
OTU_10	OTU_7	0.771	2	2
OTU_10	OTU_70	0.714	2	2
OTU_10	OTU_73	0.943	2	2
OTU_10	OTU_78	0.714	2	2
OTU_10	OTU_79	0.771	2	2
OTU_10	OTU_80	0.829	2	2
OTU_10	OTU_91	0.771	2	2
OTU_10	OTU_94	0.829	2	2
OTU_10	OTU_95	0.771	2	2
OTU_10	OTU_97	0.771	2	2
OTU_101	OTU_127	0.886	1	1
OTU_101	OTU_3	0.829	1	1
OTU_103	OTU_105	0.771	1	1
OTU_103	OTU_113	0.771	1	1
OTU_103	OTU_114	0.943	1	1
OTU_103	OTU_124	0.771	1	1
OTU_103	OTU_127	0.714	1	1
OTU_103	OTU_130	0.771	1	1
OTU_103	OTU_140	0.943	1	1
OTU_103	OTU_143	0.771	1	1
OTU_103	OTU_146	0.771	1	1
OTU_103	OTU_151	0.771	1	1
OTU_103	OTU_153	0.829	1	1
OTU_103	OTU_154	0.943	1	1
OTU_103	OTU_161	0.771	1	1
OTU_103	OTU_167	0.771	1	1
OTU_103	OTU_17	0.771	1	1
OTU_103	OTU_170	0.771	1	1
OTU_103	OTU_183	0.771	1	1
OTU_103	OTU_19	0.771	1	1
OTU_103	OTU_23	0.714	1	1
OTU_103	OTU_230	0.829	1	1
OTU_103	OTU_234	0.771	1	1
OTU_103	OTU_245	0.829	1	1
OTU_103	OTU_279	0.943	1	1
OTU_103	OTU_292	0.714	1	1
OTU_103	OTU_294	0.771	1	1
OTU_103	OTU_295	0.886	1	1
OTU_103	OTU_300	0.771	1	1
OTU_103	OTU_302	0.829	1	1
OTU_103	OTU_321	0.771	1	1
OTU_103	OTU_330	0.829	1	1
OTU_103	OTU_34	0.771	1	1
OTU_103	OTU_4	0.886	1	1
OTU_103	OTU_44	0.771	1	1
OTU_103	OTU_56	0.714	1	1
OTU_103	OTU_6	0.771	1	1
OTU_103	OTU_65	0.771	1	1
OTU_103	OTU_69	0.771	1	1
OTU_103	OTU_83	0.714	1	1
OTU_103	OTU_85	0.771	1	1
OTU_103	OTU_86	0.829	1	1
OTU_103	OTU_98	0.771	1	1
OTU_104	OTU_108	0.771	2	2
OTU_104	OTU_11	0.771	2	2
OTU_104	OTU_115	0.771	2	2
OTU_104	OTU_123	0.714	2	2
OTU_104	OTU_125	0.829	2	2
OTU_104	OTU_128	0.886	2	2
OTU_104	OTU_129	0.771	2	2
OTU_104	OTU_132	0.771	2	2
OTU_104	OTU_135	0.886	2	2
OTU_104	OTU_136	0.771	2	2
OTU_104	OTU_148	0.829	2	2
OTU_104	OTU_156	0.886	2	2
OTU_104	OTU_158	0.829	2	2
OTU_104	OTU_159	1	2	2
OTU_104	OTU_16	0.714	2	2
OTU_104	OTU_163	0.771	2	2
OTU_104	OTU_165	0.943	2	2
OTU_104	OTU_172	0.886	2	2
OTU_104	OTU_175	0.829	2	2
OTU_104	OTU_18	0.771	2	2
OTU_104	OTU_180	0.943	2	2
OTU_104	OTU_182	0.771	2	2
OTU_104	OTU_184	0.886	2	2
OTU_104	OTU_189	0.771	2	2
OTU_104	OTU_192	0.829	2	2
OTU_104	OTU_194	0.714	2	2
OTU_104	OTU_2	0.714	2	2
OTU_104	OTU_200	0.943	2	2
OTU_104	OTU_201	1	2	2
OTU_104	OTU_202	1	2	2
OTU_104	OTU_211	0.714	2	2
OTU_104	OTU_214	0.771	2	2
OTU_104	OTU_216	0.771	2	2
OTU_104	OTU_223	0.771	2	2
OTU_104	OTU_225	0.771	2	2
OTU_104	OTU_228	1	2	2
OTU_104	OTU_231	0.943	2	2
OTU_104	OTU_232	0.771	2	2
OTU_104	OTU_238	0.771	2	2
OTU_104	OTU_243	0.714	2	2
OTU_104	OTU_247	0.771	2	2
OTU_104	OTU_248	0.771	2	2
OTU_104	OTU_251	0.886	2	2
OTU_104	OTU_254	0.886	2	2
OTU_104	OTU_258	0.771	2	2
OTU_104	OTU_259	0.771	2	2
OTU_104	OTU_268	0.771	2	2
OTU_104	OTU_269	0.886	2	2
OTU_104	OTU_272	0.714	2	2
OTU_104	OTU_273	0.771	2	2
OTU_104	OTU_275	0.771	2	2
OTU_104	OTU_278	0.771	2	2
OTU_104	OTU_281	0.943	2	2
OTU_104	OTU_284	0.714	2	2
OTU_104	OTU_286	0.771	2	2
OTU_104	OTU_287	0.886	2	2
OTU_104	OTU_299	0.886	2	2
OTU_104	OTU_301	0.886	2	2
OTU_104	OTU_303	0.886	2	2
OTU_104	OTU_308	0.943	2	2
OTU_104	OTU_309	0.771	2	2
OTU_104	OTU_311	1	2	2
OTU_104	OTU_316	0.886	2	2
OTU_104	OTU_318	0.771	2	2
OTU_104	OTU_323	0.943	2	2
OTU_104	OTU_326	0.771	2	2
OTU_104	OTU_333	0.771	2	2
OTU_104	OTU_337	0.886	2	2
OTU_104	OTU_338	0.943	2	2
OTU_104	OTU_340	0.771	2	2
OTU_104	OTU_341	0.829	2	2
OTU_104	OTU_348	0.886	2	2
OTU_104	OTU_352	0.714	2	2
OTU_104	OTU_36	0.771	2	2
OTU_104	OTU_39	0.714	2	2
OTU_104	OTU_43	0.829	2	2
OTU_104	OTU_47	0.886	2	2
OTU_104	OTU_49	0.771	2	2
OTU_104	OTU_5	0.943	2	2
OTU_104	OTU_50	0.943	2	2
OTU_104	OTU_61	0.943	2	2
OTU_104	OTU_64	0.829	2	2
OTU_104	OTU_66	0.771	2	2
OTU_104	OTU_70	0.771	2	2
OTU_104	OTU_73	0.886	2	2
OTU_104	OTU_75	0.771	2	2
OTU_104	OTU_80	0.771	2	2
OTU_104	OTU_91	0.714	2	2
OTU_104	OTU_94	0.771	2	2
OTU_104	OTU_95	0.829	2	2
OTU_105	OTU_109	0.771	1	1
OTU_105	OTU_111	0.943	1	1
OTU_105	OTU_113	1	1	1
OTU_105	OTU_114	0.829	1	1
OTU_105	OTU_120	0.771	1	1
OTU_105	OTU_121	0.771	1	1
OTU_105	OTU_124	1	1	1
OTU_105	OTU_127	0.714	1	1
OTU_105	OTU_13	0.943	1	1
OTU_105	OTU_130	1	1	1
OTU_105	OTU_133	0.829	1	1
OTU_105	OTU_139	0.829	1	1
OTU_105	OTU_140	0.829	1	1
OTU_105	OTU_143	0.714	1	1
OTU_105	OTU_146	1	1	1
OTU_105	OTU_151	1	1	1
OTU_105	OTU_153	0.943	1	1
OTU_105	OTU_154	0.886	1	1
OTU_105	OTU_161	1	1	1
OTU_105	OTU_167	1	1	1
OTU_105	OTU_17	0.829	1	1
OTU_105	OTU_170	0.714	1	1
OTU_105	OTU_174	0.771	1	1
OTU_105	OTU_183	0.829	1	1
OTU_105	OTU_19	1	1	1
OTU_105	OTU_210	0.886	1	1
OTU_105	OTU_23	0.771	1	1
OTU_105	OTU_230	0.943	1	1
OTU_105	OTU_234	1	1	1
OTU_105	OTU_237	0.829	1	1
OTU_105	OTU_239	0.771	1	1
OTU_105	OTU_242	0.771	1	1
OTU_105	OTU_245	0.943	1	1
OTU_105	OTU_255	0.771	1	1
OTU_105	OTU_257	0.943	1	1
OTU_105	OTU_26	0.943	1	1
OTU_105	OTU_27	0.771	1	1
OTU_105	OTU_276	0.886	1	1
OTU_105	OTU_279	0.829	1	1
OTU_105	OTU_280	0.771	1	1
OTU_105	OTU_292	0.943	1	1
OTU_105	OTU_294	0.829	1	1
OTU_105	OTU_295	0.771	1	1
OTU_105	OTU_298	0.771	1	1
OTU_105	OTU_300	1	1	1
OTU_105	OTU_302	0.943	1	1
OTU_105	OTU_305	0.771	1	1
OTU_105	OTU_31	0.829	1	1
OTU_105	OTU_320	0.829	1	1
OTU_105	OTU_321	1	1	1
OTU_105	OTU_325	0.771	1	1
OTU_105	OTU_327	0.829	1	1
OTU_105	OTU_329	0.943	1	1
OTU_105	OTU_330	0.943	1	1
OTU_105	OTU_34	1	1	1
OTU_105	OTU_347	0.943	1	1
OTU_105	OTU_4	0.943	1	1
OTU_105	OTU_44	1	1	1
OTU_105	OTU_46	0.771	1	1
OTU_105	OTU_53	0.943	1	1
OTU_105	OTU_58	0.943	1	1
OTU_105	OTU_6	1	1	1
OTU_105	OTU_65	1	1	1
OTU_105	OTU_69	1	1	1
OTU_105	OTU_71	0.771	1	1
OTU_105	OTU_72	0.829	1	1
OTU_105	OTU_81	0.829	1	1
OTU_105	OTU_82	0.771	1	1
OTU_105	OTU_83	0.943	1	1
OTU_105	OTU_85	0.886	1	1
OTU_105	OTU_86	0.943	1	1
OTU_105	OTU_87	0.943	1	1
OTU_105	OTU_88	0.771	1	1
OTU_105	OTU_96	0.829	1	1
OTU_105	OTU_98	1	1	1
OTU_106	OTU_109	0.771	1	1
OTU_106	OTU_111	0.829	1	1
OTU_106	OTU_120	0.771	1	1
OTU_106	OTU_121	0.771	1	1
OTU_106	OTU_13	0.829	1	1
OTU_106	OTU_133	0.886	1	1
OTU_106	OTU_139	0.886	1	1
OTU_106	OTU_157	0.714	1	1
OTU_106	OTU_174	0.771	1	1
OTU_106	OTU_186	0.714	1	1
OTU_106	OTU_23	0.714	1	1
OTU_106	OTU_237	0.886	1	1
OTU_106	OTU_239	0.771	1	1
OTU_106	OTU_240	0.829	1	1
OTU_106	OTU_242	0.771	1	1
OTU_106	OTU_255	0.771	1	1
OTU_106	OTU_257	0.829	1	1
OTU_106	OTU_26	0.829	1	1
OTU_106	OTU_27	0.771	1	1
OTU_106	OTU_276	0.886	1	1
OTU_106	OTU_280	0.771	1	1
OTU_106	OTU_292	0.714	1	1
OTU_106	OTU_298	0.771	1	1
OTU_106	OTU_305	0.771	1	1
OTU_106	OTU_31	0.886	1	1
OTU_106	OTU_320	0.886	1	1
OTU_106	OTU_325	0.771	1	1
OTU_106	OTU_327	0.886	1	1
OTU_106	OTU_329	0.829	1	1
OTU_106	OTU_347	0.829	1	1
OTU_106	OTU_46	0.771	1	1
OTU_106	OTU_53	0.829	1	1
OTU_106	OTU_58	0.829	1	1
OTU_106	OTU_68	0.714	1	1
OTU_106	OTU_71	0.771	1	1
OTU_106	OTU_72	0.886	1	1
OTU_106	OTU_81	0.886	1	1
OTU_106	OTU_82	0.771	1	1
OTU_106	OTU_83	0.714	1	1
OTU_106	OTU_87	0.829	1	1
OTU_106	OTU_88	0.771	1	1
OTU_106	OTU_96	0.886	1	1
OTU_108	OTU_117	0.829	2	2
OTU_108	OTU_119	0.714	2	2
OTU_108	OTU_12	0.771	2	2
OTU_108	OTU_123	0.943	2	2
OTU_108	OTU_125	0.943	2	2
OTU_108	OTU_126	0.829	2	2
OTU_108	OTU_128	0.771	2	2
OTU_108	OTU_135	0.771	2	2
OTU_108	OTU_136	0.886	2	2
OTU_108	OTU_14	0.714	2	2
OTU_108	OTU_145	0.714	2	2
OTU_108	OTU_147	0.771	2	2
OTU_108	OTU_156	0.771	2	2
OTU_108	OTU_158	0.943	2	2
OTU_108	OTU_159	0.771	2	2
OTU_108	OTU_163	0.886	2	2
OTU_108	OTU_165	0.714	2	2
OTU_108	OTU_172	0.771	2	2
OTU_108	OTU_173	0.714	2	2
OTU_108	OTU_175	0.943	2	2
OTU_108	OTU_178	0.771	2	2
OTU_108	OTU_179	0.771	2	2
OTU_108	OTU_180	0.829	2	2
OTU_108	OTU_181	0.771	2	2
OTU_108	OTU_182	0.886	2	2
OTU_108	OTU_184	0.771	2	2
OTU_108	OTU_192	0.943	2	2
OTU_108	OTU_196	0.714	2	2
OTU_108	OTU_20	0.714	2	2
OTU_108	OTU_200	0.714	2	2
OTU_108	OTU_201	0.771	2	2
OTU_108	OTU_202	0.771	2	2
OTU_108	OTU_211	0.943	2	2
OTU_108	OTU_214	0.886	2	2
OTU_108	OTU_216	0.886	2	2
OTU_108	OTU_228	0.771	2	2
OTU_108	OTU_231	0.829	2	2
OTU_108	OTU_232	0.886	2	2
OTU_108	OTU_246	0.829	2	2
OTU_108	OTU_248	1	2	2
OTU_108	OTU_250	0.771	2	2
OTU_108	OTU_251	0.771	2	2
OTU_108	OTU_253	0.771	2	2
OTU_108	OTU_254	0.771	2	2
OTU_108	OTU_256	0.771	2	2
OTU_108	OTU_258	0.886	2	2
OTU_108	OTU_261	0.771	2	2
OTU_108	OTU_264	0.829	2	2
OTU_108	OTU_265	0.714	2	2
OTU_108	OTU_269	0.771	2	2
OTU_108	OTU_273	0.886	2	2
OTU_108	OTU_275	0.886	2	2
OTU_108	OTU_281	0.714	2	2
OTU_108	OTU_285	0.829	2	2
OTU_108	OTU_287	0.771	2	2
OTU_108	OTU_299	0.771	2	2
OTU_108	OTU_301	0.771	2	2
OTU_108	OTU_303	0.771	2	2
OTU_108	OTU_308	0.829	2	2
OTU_108	OTU_311	0.771	2	2
OTU_108	OTU_314	0.829	2	2
OTU_108	OTU_316	0.771	2	2
OTU_108	OTU_317	0.714	2	2
OTU_108	OTU_318	0.886	2	2
OTU_108	OTU_323	0.714	2	2
OTU_108	OTU_326	0.886	2	2
OTU_108	OTU_337	0.771	2	2
OTU_108	OTU_338	0.829	2	2
OTU_108	OTU_348	0.771	2	2
OTU_108	OTU_350	0.771	2	2
OTU_108	OTU_36	1	2	2
OTU_108	OTU_38	0.714	2	2
OTU_108	OTU_40	0.714	2	2
OTU_108	OTU_43	0.943	2	2
OTU_108	OTU_45	0.771	2	2
OTU_108	OTU_47	0.771	2	2
OTU_108	OTU_5	0.714	2	2
OTU_108	OTU_50	0.714	2	2
OTU_108	OTU_55	0.771	2	2
OTU_108	OTU_61	0.829	2	2
OTU_108	OTU_62	0.771	2	2
OTU_108	OTU_67	0.771	2	2
OTU_108	OTU_7	0.771	2	2
OTU_108	OTU_70	0.886	2	2
OTU_108	OTU_73	0.771	2	2
OTU_108	OTU_78	0.714	2	2
OTU_108	OTU_79	0.771	2	2
OTU_108	OTU_91	0.943	2	2
OTU_108	OTU_94	1	2	2
OTU_108	OTU_97	0.771	2	2
OTU_109	OTU_111	0.829	1	1
OTU_109	OTU_113	0.771	1	1
OTU_109	OTU_120	1	1	1
OTU_109	OTU_121	1	1	1
OTU_109	OTU_124	0.771	1	1
OTU_109	OTU_13	0.829	1	1
OTU_109	OTU_130	0.771	1	1
OTU_109	OTU_133	0.943	1	1
OTU_109	OTU_139	0.943	1	1
OTU_109	OTU_143	0.943	1	1
OTU_109	OTU_146	0.771	1	1
OTU_109	OTU_151	0.771	1	1
OTU_109	OTU_153	0.829	1	1
OTU_109	OTU_154	0.771	1	1
OTU_109	OTU_157	0.829	1	1
OTU_109	OTU_161	0.771	1	1
OTU_109	OTU_167	0.771	1	1
OTU_109	OTU_17	0.943	1	1
OTU_109	OTU_170	0.943	1	1
OTU_109	OTU_174	1	1	1
OTU_109	OTU_183	0.943	1	1
OTU_109	OTU_186	0.943	1	1
OTU_109	OTU_19	0.771	1	1
OTU_109	OTU_23	0.886	1	1
OTU_109	OTU_230	0.829	1	1
OTU_109	OTU_234	0.771	1	1
OTU_109	OTU_237	0.943	1	1
OTU_109	OTU_239	1	1	1
OTU_109	OTU_240	0.771	1	1
OTU_109	OTU_242	1	1	1
OTU_109	OTU_245	0.829	1	1
OTU_109	OTU_252	0.886	1	1
OTU_109	OTU_255	1	1	1
OTU_109	OTU_257	0.829	1	1
OTU_109	OTU_26	0.829	1	1
OTU_109	OTU_27	1	1	1
OTU_109	OTU_276	0.771	1	1
OTU_109	OTU_292	0.714	1	1
OTU_109	OTU_298	1	1	1
OTU_109	OTU_300	0.771	1	1
OTU_109	OTU_302	0.829	1	1
OTU_109	OTU_305	1	1	1
OTU_109	OTU_31	0.943	1	1
OTU_109	OTU_320	0.943	1	1
OTU_109	OTU_321	0.771	1	1
OTU_109	OTU_327	0.943	1	1
OTU_109	OTU_329	0.829	1	1
OTU_109	OTU_330	0.829	1	1
OTU_109	OTU_34	0.771	1	1
OTU_109	OTU_347	0.829	1	1
OTU_109	OTU_4	0.714	1	1
OTU_109	OTU_44	0.771	1	1
OTU_109	OTU_46	1	1	1
OTU_109	OTU_53	0.829	1	1
OTU_109	OTU_58	0.829	1	1
OTU_109	OTU_6	0.771	1	1
OTU_109	OTU_65	0.771	1	1
OTU_109	OTU_68	0.829	1	1
OTU_109	OTU_69	0.771	1	1
OTU_109	OTU_71	1	1	1
OTU_109	OTU_72	0.943	1	1
OTU_109	OTU_81	0.943	1	1
OTU_109	OTU_83	0.714	1	1
OTU_109	OTU_85	0.771	1	1
OTU_109	OTU_86	0.829	1	1
OTU_109	OTU_87	0.829	1	1
OTU_109	OTU_88	1	1	1
OTU_109	OTU_96	0.943	1	1
OTU_109	OTU_98	0.771	1	1
OTU_11	OTU_115	0.829	2	2
OTU_11	OTU_119	0.886	2	2
OTU_11	OTU_12	0.943	2	2
OTU_11	OTU_125	0.771	2	2
OTU_11	OTU_126	0.829	2	2
OTU_11	OTU_128	0.943	2	2
OTU_11	OTU_129	0.829	2	2
OTU_11	OTU_132	1	2	2
OTU_11	OTU_136	0.714	2	2
OTU_11	OTU_14	0.714	2	2
OTU_11	OTU_142	0.943	2	2
OTU_11	OTU_145	0.886	2	2
OTU_11	OTU_148	0.771	2	2
OTU_11	OTU_158	0.771	2	2
OTU_11	OTU_159	0.771	2	2
OTU_11	OTU_16	0.943	2	2
OTU_11	OTU_163	0.886	2	2
OTU_11	OTU_165	0.886	2	2
OTU_11	OTU_173	0.886	2	2
OTU_11	OTU_179	0.943	2	2
OTU_11	OTU_18	0.886	2	2
OTU_11	OTU_181	0.771	2	2
OTU_11	OTU_182	0.886	2	2
OTU_11	OTU_184	0.943	2	2
OTU_11	OTU_189	1	2	2
OTU_11	OTU_194	0.943	2	2
OTU_11	OTU_196	0.886	2	2
OTU_11	OTU_2	0.943	2	2
OTU_11	OTU_20	0.886	2	2
OTU_11	OTU_200	0.886	2	2
OTU_11	OTU_201	0.771	2	2
OTU_11	OTU_202	0.771	2	2
OTU_11	OTU_214	0.714	2	2
OTU_11	OTU_223	0.829	2	2
OTU_11	OTU_225	1	2	2
OTU_11	OTU_228	0.771	2	2
OTU_11	OTU_232	0.886	2	2
OTU_11	OTU_243	0.943	2	2
OTU_11	OTU_246	0.829	2	2
OTU_11	OTU_247	1	2	2
OTU_11	OTU_250	0.943	2	2
OTU_11	OTU_251	0.771	2	2
OTU_11	OTU_253	0.943	2	2
OTU_11	OTU_254	0.771	2	2
OTU_11	OTU_256	0.943	2	2
OTU_11	OTU_259	0.829	2	2
OTU_11	OTU_261	0.943	2	2
OTU_11	OTU_265	0.886	2	2
OTU_11	OTU_269	0.771	2	2
OTU_11	OTU_272	0.771	2	2
OTU_11	OTU_278	0.886	2	2
OTU_11	OTU_281	0.886	2	2
OTU_11	OTU_284	0.943	2	2
OTU_11	OTU_286	1	2	2
OTU_11	OTU_299	0.943	2	2
OTU_11	OTU_303	0.771	2	2
OTU_11	OTU_308	0.829	2	2
OTU_11	OTU_309	1	2	2
OTU_11	OTU_311	0.771	2	2
OTU_11	OTU_314	0.829	2	2
OTU_11	OTU_316	0.771	2	2
OTU_11	OTU_317	0.886	2	2
OTU_11	OTU_318	0.886	2	2
OTU_11	OTU_323	0.714	2	2
OTU_11	OTU_333	1	2	2
OTU_11	OTU_337	0.771	2	2
OTU_11	OTU_340	0.829	2	2
OTU_11	OTU_341	0.943	2	2
OTU_11	OTU_348	0.771	2	2
OTU_11	OTU_350	0.943	2	2
OTU_11	OTU_352	0.943	2	2
OTU_11	OTU_38	0.886	2	2
OTU_11	OTU_39	0.943	2	2
OTU_11	OTU_40	0.886	2	2
OTU_11	OTU_43	0.771	2	2
OTU_11	OTU_45	0.943	2	2
OTU_11	OTU_47	0.943	2	2
OTU_11	OTU_49	0.829	2	2
OTU_11	OTU_5	0.886	2	2
OTU_11	OTU_50	0.886	2	2
OTU_11	OTU_55	0.771	2	2
OTU_11	OTU_61	0.829	2	2
OTU_11	OTU_62	0.943	2	2
OTU_11	OTU_64	0.943	2	2
OTU_11	OTU_66	0.829	2	2
OTU_11	OTU_67	0.771	2	2
OTU_11	OTU_7	0.943	2	2
OTU_11	OTU_70	0.714	2	2
OTU_11	OTU_73	0.771	2	2
OTU_11	OTU_78	0.886	2	2
OTU_11	OTU_79	0.943	2	2
OTU_11	OTU_80	1	2	2
OTU_11	OTU_95	0.943	2	2
OTU_11	OTU_97	0.771	2	2
OTU_111	OTU_113	0.943	1	1
OTU_111	OTU_114	0.771	1	1
OTU_111	OTU_120	0.829	1	1
OTU_111	OTU_121	0.829	1	1
OTU_111	OTU_124	0.943	1	1
OTU_111	OTU_13	1	1	1
OTU_111	OTU_130	0.943	1	1
OTU_111	OTU_133	0.943	1	1
OTU_111	OTU_139	0.943	1	1
OTU_111	OTU_140	0.771	1	1
OTU_111	OTU_143	0.771	1	1
OTU_111	OTU_146	0.943	1	1
OTU_111	OTU_151	0.943	1	1
OTU_111	OTU_153	0.829	1	1
OTU_111	OTU_154	0.771	1	1
OTU_111	OTU_161	0.943	1	1
OTU_111	OTU_167	0.943	1	1
OTU_111	OTU_17	0.771	1	1
OTU_111	OTU_170	0.771	1	1
OTU_111	OTU_174	0.829	1	1
OTU_111	OTU_183	0.771	1	1
