sample_id	estimated_counts	abundance	tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group
barcode15_120_filtered	45.53168621700761	0.0009726706589692	335605	Sphingomonas rosea	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	41.62611827076192	0.0008892379626746	1244894	Sphingomonas fonticola	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	35.999995640038165	0.0007690499164734	147266	Agrobacterium albertimagni	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	35.00000000000006	0.000747687509346	65655	Hydrogenophaga palleronii	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota					
barcode15_120_filtered	33.63175428780259	0.0007184583599539	2871171	Sphingopyxis jiangsuensis	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	32.75374166387077	0.0006997018150407	2741495	Sphingomonas hominis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	32.0	0.000683600008545	2358	Desulfomonile tiedjei	Desulfomonile	Desulfomonilaceae	Desulfomonilales	Desulfomonilia	Thermodesulfobacteriota					
barcode15_120_filtered	28.450416589065608	0.000607772031981	940136	Sphingorhabdus wooponensis	Sphingorhabdus	Sphingorhabdaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	26.81029055745531	0.0005727348391928	2904799	Sphingomonas cremea	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	26.658950480182117	0.0005695018367516	2698828	Sphingomonas lacunae	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	24.78526672060837	0.0005294752669374	1305696	Novosphingobium arabidopsis	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	23.318688004634048	0.0004981454787258	397260	Sphingomonas sanxanigenens	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	21.814103905489237	0.000466003800506	758826	Acidovorax radicis	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota					
barcode15_120_filtered	19.123312779739063	0.0004085217743636	651663	Sphingopyxis bauzanensis	Sphingopyxis	Sphingopyxidaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	18.01112518082686	0.0003847626664849	31996	Beijerinckia derxii	Beijerinckia	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	17.232390023052886	0.000368126936469	3103142	Sphingomonas rustica	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	16.0002262194281	0.000341804836885	1979270	Sphingomonas crocodyli	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	14.183469045203218	0.0003029943612655	2871811	Novosphingobium percolationis	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode15_120_filtered	13.965980510398236	0.0002983482623827	2918171	Anaeromyxobacter paludicola	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota					
barcode15_120_filtered	11.00036192848537	0.0002349952346347	392610	Sphingorhabdus lacus	Sphingorhabdus	Sphingorhabdaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	301.144391980481	0.0064880834208872	52692	Acetobacterium malicum	Acetobacterium	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota					
barcode16_120_filtered	270.17400446250656	0.0058208338783261	2305907	Sphingomonas gilva	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	239.52389508161164	0.0051604846511173	2590199	Anaeromyxobacter diazotrophicus	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota					
barcode16_120_filtered	215.70500139946196	0.0046473123214362	1632740	Sphingomonas zeicaulis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	115.93305124767616	0.0024977496767785	2992113	Sphingomonas arvum	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	108.48626868793065	0.0023373105394361	1305696	Novosphingobium arabidopsis	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
