OTU_ID	total_reads	barcode19	barcode20	barcode21	member_count	Kingdom	Phylum	Class	Order	Family	Genus	Species	threepoint_status	cluster_id	cluster_total_support_reads	assigned_phylum_support_pct	top_phylum_in_cluster	top_phylum_support_pct	assigned_class_support_pct	top_class_in_cluster	top_class_support_pct	assigned_order_support_pct	top_order_in_cluster	top_order_support_pct	assigned_family_support_pct	top_family_in_cluster	top_family_support_pct	assigned_genus_support_pct	top_genus_in_cluster	top_genus_support_pct	assigned_species_support_pct	top_species_in_cluster	top_species_support_pct
OTU_230	204	130	24	50	1		Basidiomycota	Pucciniomycetes	Pucciniales	Sphaerophragmiaceae	Dasyspora	Dasyspora frutescentis	pass	230	204.000	100.00	Basidiomycota	100.00	100.00	Pucciniomycetes	100.00	100.00	Pucciniales	100.00	100.00	Sphaerophragmiaceae	100.00	100.00	Dasyspora	100.00	100.00	Dasyspora frutescentis	100.00
OTU_86	195	17	67	111	3		Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera mississippiensis	pass	86	209.000	100.00	Ascomycota	100.00	100.00	Saccharomycetes	100.00	100.00	Phaffomycetales	100.00	100.00	Phaffomycetaceae	100.00	100.00	Cyberlindnera	100.00	78.56	Cyberlindnera mississippiensis	78.56
OTU_194	193	29	62	102	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces finnis	pass	194	193.000	100.00	Chytridiomycota	100.00	100.00	Neocallimastigomycetes	100.00	100.00	Neocallimastigales	100.00	100.00	Neocallimastigaceae	100.00	100.00	Piromyces	100.00	100.00	Piromyces finnis	100.00
OTU_182	189	13	31	145	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia colbranii	pass	182	189.100	100.00	Ascomycota	100.00	100.00	Dothideomycetes	100.00	100.00	Pleosporales	100.00	100.00	Pleosporaceae	100.00	100.00	Curvularia	100.00	87.41	Curvularia colbranii	87.41
OTU_286	187	52	58	77	1		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum	pass	286	186.600	100.00	Ascomycota	100.00	100.00	Pichiomycetes	100.00	100.00	Serinales	100.00	100.00	Metschnikowiaceae	100.00	100.00	Sungouiella	100.00	100.00	Sungouiella pseudoflosculorum	100.00
OTU_280	178	14	47	117	1		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis	pass	280	194.100	100.00	Basidiomycota	100.00	100.00	Agaricomycetes	100.00	100.00	Agaricales	100.00	NA		0.00	100.00	Tricholomopsis	100.00	100.00	Tricholomopsis osiliensis	100.00
OTU_95	174	23	44	107	1		Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula sinensis	pass	95	173.900	100.00	Basidiomycota	100.00	100.00	Classiculomycetes	100.00	100.00	Classiculales	100.00	100.00	Classiculaceae	100.00	100.00	Classicula	100.00	100.00	Classicula sinensis	100.00
OTU_3	171	81	27	63	1		Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces punctatus	pass	3	193.400	100.00	Chytridiomycota	100.00	100.00	Chytridiomycetes	100.00	100.00	Spizellomycetales	100.00	100.00	Spizellomycetaceae	100.00	100.00	Spizellomyces	100.00	100.00	Spizellomyces punctatus	100.00
OTU_143	169	27	41	100	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus	pass	143	169.000	100.00	Basidiomycota	100.00	100.00	Microbotryomycetes	100.00	NA		0.00	100.00	Chrysozymaceae	100.00	100.00	Trigonosporomyces	100.00	100.00	Trigonosporomyces hylophilus	100.00
OTU_1	164	30	49	85	1		Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella variabilis	pass	1	173.800	100.00	Chlorophyta	100.00	100.00	Trebouxiophyceae	100.00	100.00	Chlorellales	100.00	100.00	Chlorellaceae	100.00	100.00	Chlorella	100.00	100.00	Chlorella variabilis	100.00
OTU_248	142	66	20	55	1		Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Tortispora	Tortispora agaves	pass	248	141.500	100.00	Ascomycota	100.00	100.00	Trigonopsidomycetes	100.00	100.00	Trigonopsidales	100.00	100.00	Trigonopsidaceae	100.00	100.00	Tortispora	100.00	100.00	Tortispora agaves	100.00
OTU_163	140	57	28	55	1		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus	pass	163	139.500	100.00	Basidiomycota	100.00	100.00	Agaricomycetes	100.00	100.00	Russulales	100.00	100.00	Russulaceae	100.00	100.00	Lactifluus	100.00	100.00	Lactifluus chrysocarpus	100.00
OTU_82	138	19	24	95	3		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Myxozyma	Myxozyma vanderwaltii	pass	82	137.700	100.00	Ascomycota	100.00	100.00	Lipomycetes	100.00	100.00	Lipomycetales	100.00	100.00	Lipomycetaceae	100.00	100.00	Myxozyma	100.00	68.05	Myxozyma vanderwaltii	68.05
OTU_10	135	11	46	78	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	pass	10	165.400	100.00	Ascomycota	100.00	100.00	Dothideomycetes	100.00	100.00	Mycosphaerellales	100.00	100.00	Mycosphaerellaceae	100.00	100.00	Pseudocercospora	100.00	100.00	Pseudocercospora fijiensis	100.00
OTU_275	129	15	27	86	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae	pass	275	128.700	100.00	Ascomycota	100.00	100.00	Dipodascomycetes	100.00	100.00	Dipodascales	100.00	100.00	Trichomonascaceae	100.00	100.00	Starmerella	100.00	100.00	Starmerella vitae	100.00
OTU_115	118	33	28	57	1		Ascomycota	Dothideomycetes	Kirschsteiniotheliales	Kirschsteiniotheliaceae	Kirschsteiniothelia	Kirschsteiniothelia puerensis	pass	115	117.900	100.00	Ascomycota	100.00	100.00	Dothideomycetes	100.00	100.00	Kirschsteiniotheliales	100.00	100.00	Kirschsteiniotheliaceae	100.00	100.00	Kirschsteiniothelia	100.00	100.00	Kirschsteiniothelia puerensis	100.00
OTU_19	104	13	32	58	1		Ascomycota	Sordariomycetes		Atractosporaceae	Atractospora	Atractospora decumbens	pass	19	103.500	100.00	Ascomycota	100.00	100.00	Sordariomycetes	100.00	NA		0.00	100.00	Atractosporaceae	100.00	100.00	Atractospora	100.00	100.00	Atractospora decumbens	100.00
OTU_112	80	21	22	37	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces ruminantium	pass	112	80.100	100.00	Chytridiomycota	100.00	100.00	Neocallimastigomycetes	100.00	100.00	Neocallimastigales	100.00	100.00	Neocallimastigaceae	100.00	100.00	Pecoramyces	100.00	100.00	Pecoramyces ruminantium	100.00
OTU_85	77	15	25	36	1		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila	pass	85	77.100	100.00	Mucoromycota	100.00	NA		0.00	100.00	Calcarisporiellales	100.00	100.00	Calcarisporiellaceae	100.00	100.00	Calcarisporiella	100.00	100.00	Calcarisporiella thermophila	100.00
OTU_9	73	14	15	44	1		Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	Mycoemilia scoparia	pass	9	72.700	100.00	Zoopagomycota	100.00	100.00	Kickxellomycetes	100.00	100.00	Kickxellales	100.00	100.00	Kickxellaceae	100.00	100.00	Mycoemilia	100.00	100.00	Mycoemilia scoparia	100.00
OTU_45	65	17	20	28	1		Chytridiomycota	Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium	Synchytrium microbalum	pass	45	65.300	100.00	Chytridiomycota	100.00	100.00	Chytridiomycetes	100.00	100.00	Synchytriales	100.00	100.00	Synchytriaceae	100.00	100.00	Synchytrium	100.00	100.00	Synchytrium microbalum	100.00
OTU_96	56	12	20	25	1		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni	pass	96	56.300	100.00	Ascomycota	100.00	100.00	Lecanoromycetes	100.00	100.00	Ostropales	100.00	100.00	Stictidaceae	100.00	100.00	Cyanodermella	100.00	100.00	Cyanodermella oleoligni	100.00
