sample_id	cluster_id	abundance	member_taxids	member_taxa	read_count
barcode13_120_filtered	153	0.006059	433286;1727145;2696063	433286||Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Anaerocolumna|Anaerocolumna cellulosilytica;1727145||Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Anaerocolumna|Anaerocolumna chitinilytica;2696063||Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Anaerocolumna|Anaerocolumna sedimenticola	282.696986
barcode13_120_filtered	181	0.004608	52692	52692||Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Acetobacterium|Acetobacterium malicum	215.000190
barcode13_120_filtered	184	0.010797	295419;687525;1123067;2585369;2817372	295419||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Rubellimicrobium|Rubellimicrobium thermophilum;687525||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Rubellimicrobium|Rubellimicrobium roseum;1123067||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Rubellimicrobium|Rubellimicrobium mesophilum;2585369||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Rubellimicrobium|Rubellimicrobium rubrum;2817372||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Rubellimicrobium|Rubellimicrobium arenae	503.780781
barcode13_120_filtered	190	0.002509	937251	937251||Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Youngiibacter|Youngiibacter multivorans	117.056614
barcode13_120_filtered	195	0.038198	195105;875041;909926;933059;1445661;2030009;2185115;2305252;2494374;2709381;2710650;2909234	195105||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Haematobacter|Haematobacter massiliensis;875041||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Neogemmobacter|Neogemmobacter tilapiae;909926||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Tabrizicola|Tabrizicola aquatica;933059||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Gemmobacter|Gemmobacter aquatilis;1445661||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Aliigemmobacter|Aliigemmobacter aestuarii;2030009||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Pseudotabrizicola|Pseudotabrizicola formosa;2185115||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Tabrizicola|Tabrizicola soli;2305252||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Pseudotabrizicola|Pseudotabrizicola alkalilacus;2494374||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Tabrizicola|Tabrizicola piscis;2709381||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Pseudotabrizicola|Pseudotabrizicola algicola;2710650||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Tabrizicola|Tabrizicola oligotrophica;2909234||Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Aliitabrizicola|Alitabrizicola rongguiensis	1782.282786
barcode13_120_filtered	196	0.179979	2496273	2496273||Bacillota|Clostridia|Caldicoprobacterales|Xylanivirgaceae|Xylanivirga|Xylanivirga thermophila	8397.643532
barcode13_120_filtered	207	0.003384	203699	203699||Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Derxia|Derxia gummosa	157.900165
barcode13_120_filtered	209	0.000881	185300	185300||Bacteroidota|Bacteroidia|Bacteroidales|Paludibacteraceae|Paludibacter|Paludibacter propionicigenes	41.104146
barcode13_120_filtered	216	0.018409	642589	642589||Bacillota|Clostridia|Eubacteriales|Acutalibacteraceae|Caproiciproducens|Caproiciproducens galactitolivorans	858.939794
barcode13_120_filtered	219	0.002743	2010828	2010828||Bacteroidota|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Aquipluma|Aquipluma nitroreducens	128.007604
barcode13_120_filtered	222	0.000474	913099	913099||Bacillota|Tissierellia|||Sedimentibacter|Sedimentibacter acidaminivorans	22.094982
barcode13_120_filtered	225	0.001305	130788	130788||Bacillota|Tissierellia|||Sedimentibacter|Sedimentibacter saalensis	60.905018
barcode13_120_filtered	232	0.057697	2507161	2507161||Bacillota|Tissierellia|Tissierellales|Acidilutibacteraceae|Acidilutibacter|Acidilutibacter cellobiosedens	2692.066198
barcode14_120_filtered	2	0.006409	1076412	1076412||Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Pelosinus|Pelosinus defluvii	299.546933
barcode14_120_filtered	3	0.008625	29355;48256;396504	29355||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium cellobioparum;48256||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium hungatei;396504||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium sufflavum	403.124627
barcode14_120_filtered	4	0.001581	1499;1521	1499||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium josui;1521||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|Ruminiclostridium cellulolyticum	73.884343
barcode14_120_filtered	10	0.055610	659425	659425||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Thermoclostridium|Thermoclostridium caenicola	2599.190780
barcode14_120_filtered	12	0.003783	288965	288965||Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Acetivibrio|Acetivibrio clariflavus	176.798179
barcode14_120_filtered	14	0.012579	394284	394284||Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Psychrosinus|Psychrosinus fermentans	587.929158
