sample_id	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts
barcode21	27376	0.0010397458467014127	Acaulospora colombiana	Acaulospora	Acaulosporaceae	Diversisporales	Glomeromycetes	Mucoromycota	Opisthokonta					28.363226952167835
barcode21	2704021	0.0011713810575350824	Endogone botryocarpus	Endogone	Endogonaceae	Endogonales	Endogonomycetes	Mucoromycota	Opisthokonta					31.954103868499512
barcode21	5599	0.0005047412966864116	Alternaria alternata	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta				Alternaria alternata complex	13.768837832308622
barcode21	1395665	0.001010611683213495	Alogomyces tanneri	Alogomyces	Lobulomycetaceae	Lobulomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					27.568476106380928
barcode21	70189	0.0013044484969189662	Olpidium brassicae	Olpidium	Olpidiaceae	Olpidiales	Olpidiomycetes	Olpidiomycota	Opisthokonta					35.58405054745248
barcode21	1806994	0.0008133042370342212	Synchytrium microbalum	Synchytrium	Synchytriaceae	Synchytriales	Chytridiomycetes	Chytridiomycota	Opisthokonta					22.18612628205652
barcode21	979690	0.0012215426360507613	Gryganskiella cystojenkinii	Gryganskiella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mucoromycota	Opisthokonta					33.322461568828714
barcode21	2494426	0.0008161704606435652	Lentaria gossypina	Lentaria	Lentariaceae	Gomphales	Agaricomycetes	Basidiomycota	Opisthokonta					22.264313995895815
barcode21	93612	0.0014346983038296766	Exserohilum turcicum	Exserohilum	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					39.137135030169745
barcode21	507509	0.0008800729188179115	Danielozyma litseae	Danielozyma	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					24.00750915243381
barcode21	85575	0.00043518441450789104	Scutellospora calospora	Scutellospora	Gigasporaceae	Diversisporales	Glomeromycetes	Mucoromycota	Opisthokonta					11.87139564336076
barcode21	1906298	0.0008465038418716994	Multiseptospora thysanolaenae	Multiseptospora	Parabambusicolaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					23.09177830241809
barcode21	2027812	0.0010947315427225772	Classicula sinensis	Classicula	Classiculaceae	Classiculales	Classiculomycetes	Basidiomycota	Opisthokonta					29.863181753929183
barcode21	1812723	0.0009342024727879424	Leptosporella bambusae	Leptosporella	Leptosporellaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Opisthokonta					25.484109255182283
barcode21	5606	0.0011162991063600933	Saitoella complicata	Saitoella				Ascomycota	Opisthokonta					30.451523322396987
unclassified	1485682	0.022460746568813136	Mitosporidium daphniae	Mitosporidium				Microsporidia	Opisthokonta					185.1663947132955
unclassified	693156	0.01562509131031433	Chytridium olla	Chytridium	Chytridiaceae	Chytridiales	Chytridiomycetes	Chytridiomycota	Opisthokonta					128.81325276223134
unclassified	564305	0.043862640550322934	Kwoniella shivajii	Kwoniella	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta					361.6036086968623
unclassified	2588764	0.003204248608758184	Archaeospora ecuadoriana	Archaeospora	Archaeosporaceae	Archaeosporales	Glomeromycetes	Mucoromycota	Opisthokonta					26.41582553060247
unclassified	2943438	0.004669997082875028	Hydnum reginae	Hydnum	Hydnaceae	Cantharellales	Agaricomycetes	Basidiomycota	Opisthokonta					38.499455951221734
unclassified	61418	0.004242572248353587	Spiromyces minutus	Spiromyces	Kickxellaceae	Kickxellales	Kickxellomycetes	Zoopagomycota	Opisthokonta					34.97576561542697
unclassified	61395	0.005102825716472289	Linderina pennispora	Linderina	Kickxellaceae	Kickxellales	Kickxellomycetes	Zoopagomycota	Opisthokonta					42.06769520659755
unclassified	2704023	0.004518549399147988	Jimgerdemannia ambigua	Jimgerdemannia	Endogonaceae	Endogonales	Endogonomycetes	Mucoromycota	Opisthokonta					37.25092124657601
unclassified	2704025	0.0043618771558503544	Vinositunica ingens	Vinositunica	Endogonaceae	Endogonales	Endogonomycetes	Mucoromycota	Opisthokonta					35.959315272830324
unclassified	308927	0.008920940454815429	Diversispora spurca	Diversispora	Diversisporaceae	Diversisporales	Glomeromycetes	Mucoromycota	Opisthokonta					73.54423310949839
unclassified	1396493	0.006119697417411066	Fimicolochytrium jonesii	Fimicolochytrium	Powellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					50.45078550913683
unclassified	1396496	0.004800038055592257	Thoreauomyces humboldtii	Thoreauomyces	Powellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					39.57151373030256
unclassified	42068	0.0049911012334339176	Pneumocystis jirovecii	Pneumocystis	Pneumocystaceae	Pneumocystales	Pneumocystomycetes	Ascomycota	Opisthokonta					41.14663856842922
unclassified	382531	0.0028308992988285153	Protrudomyces lateralis	Protrudomyces	Protrudomycetaceae	Rhizophydiales	Chytridiomycetes	Chytridiomycota	Opisthokonta					23.33793381954228
unclassified	1123529	0.011982146336859399	Gonapodya prolifera	Gonapodya	Gonapodyaceae	Monoblepharidales	Monoblepharidomycetes	Chytridiomycota	Opisthokonta					98.78081440106888
unclassified	1246581	0.0039364580865171245	Paramicrosporidium saccamoebae	Paramicrosporidium				Cryptomycota	Opisthokonta					32.452160465247175
unclassified	417184	0.0034963346129503092	Mycoemilia scoparia	Mycoemilia	Kickxellaceae	Kickxellales	Kickxellomycetes	Zoopagomycota	Opisthokonta					28.82378254916235
unclassified	463800	0.0025314914845590776	Kwoniella mangrovensis	Kwoniella	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta					20.869615798705034
unclassified	109760	0.002102786451437154	Spizellomyces punctatus	Spizellomyces	Spizellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					17.335371505647895
unclassified	82268	0.004457908531562997	Hyaloraphidium curvatum	Hyaloraphidium		Monoblepharidales	Monoblepharidomycetes	Chytridiomycota	Opisthokonta					36.750997934205344
unclassified	423455	0.00269069806909053	Basidiobolus heterosporus	Basidiobolus	Basidiobolaceae	Basidiobolales	Basidiobolomycetes	Zoopagomycota	Opisthokonta					22.18211488158233
unclassified	134358	0.004295207042531363	Westerdykella cylindrica	Westerdykella	Sporormiaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					35.409686858628554
unclassified	4860	0.003935238490651409	Basidiobolus magnus	Basidiobolus	Basidiobolaceae	Basidiobolales	Basidiobolomycetes	Zoopagomycota	Opisthokonta					32.44210611693022
unclassified	13684	0.004162609716306545	Parastagonospora nodorum	Parastagonospora	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					34.31655450123115
unclassified	292281	0.002825494638936228	Gloiocephala aquatica	Gloiocephala	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Opisthokonta					23.293377803390264
unclassified	181762	0.003567365013073709	Psilocybe cubensis	Psilocybe	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Opisthokonta					29.409357167779657
unclassified	2924977	0.0022203953547673895	Homophron helvolescens	Homophron	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Opisthokonta					18.30493930470236
unclassified	1904436	0.0029491604384918684	Puccinia wiehei	Puccinia	Pucciniaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					24.312878654926962
unclassified	1806994	0.005366748188667151	Synchytrium microbalum	Synchytrium	Synchytriaceae	Synchytriales	Chytridiomycetes	Chytridiomycota	Opisthokonta					44.24347206737199
unclassified	349962	0.00275389968321394	Proceropycnis pinicola	Proceropycnis	Hoehnelomycetaceae	Atractiellales	Atractiellomycetes	Basidiomycota	Opisthokonta					22.703148988415723
unclassified	34475	0.0018130163650170107	Rhodofomes roseus	Rhodofomes	Fomitopsidaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta					14.946506913200237
