OTU_ID	sample_id	read_count	relative_abundance	member_count	Kingdom	Phylum	Class	Order	Family	Genus	Species	matched_phylum	category
OTU_182	barcode21	145	0.002621	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia colbranii	Ascomycota	Pollutant_responsive
OTU_286	barcode19	52	0.005094	1		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum	Ascomycota	Pollutant_responsive
OTU_286	barcode20	58	0.002092	1		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum	Ascomycota	Pollutant_responsive
OTU_286	barcode21	77	0.001392	1		Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Sungouiella	Sungouiella pseudoflosculorum	Ascomycota	Pollutant_responsive
OTU_280	barcode19	14	0.001371	1		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis	Basidiomycota	Direct_POP_degradation
OTU_280	barcode20	47	0.001695	1		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis	Basidiomycota	Direct_POP_degradation
OTU_280	barcode21	117	0.002115	1		Basidiomycota	Agaricomycetes	Agaricales		Tricholomopsis	Tricholomopsis osiliensis	Basidiomycota	Direct_POP_degradation
OTU_95	barcode19	23	0.002253	1		Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula sinensis	Basidiomycota	Direct_POP_degradation
OTU_95	barcode20	44	0.001587	1		Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula sinensis	Basidiomycota	Direct_POP_degradation
OTU_95	barcode21	107	0.001934	1		Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula sinensis	Basidiomycota	Direct_POP_degradation
OTU_143	barcode19	27	0.002645	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus	Basidiomycota	Direct_POP_degradation
OTU_143	barcode20	41	0.001479	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus	Basidiomycota	Direct_POP_degradation
OTU_143	barcode21	100	0.001808	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Trigonosporomyces	Trigonosporomyces hylophilus	Basidiomycota	Direct_POP_degradation
OTU_248	barcode19	66	0.006465	1		Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Tortispora	Tortispora agaves	Ascomycota	Pollutant_responsive
OTU_248	barcode20	20	0.000721	1		Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Tortispora	Tortispora agaves	Ascomycota	Pollutant_responsive
OTU_248	barcode21	55	0.000994	1		Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Tortispora	Tortispora agaves	Ascomycota	Pollutant_responsive
OTU_163	barcode19	57	0.005583	1		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus	Basidiomycota	Direct_POP_degradation
OTU_163	barcode20	28	0.001010	1		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus	Basidiomycota	Direct_POP_degradation
OTU_163	barcode21	55	0.000994	1		Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus chrysocarpus	Basidiomycota	Direct_POP_degradation
OTU_82	barcode19	19	0.001861	3		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Myxozyma	Myxozyma vanderwaltii	Ascomycota	Pollutant_responsive
OTU_82	barcode20	24	0.000866	3		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Myxozyma	Myxozyma vanderwaltii	Ascomycota	Pollutant_responsive
OTU_82	barcode21	95	0.001717	3		Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Myxozyma	Myxozyma vanderwaltii	Ascomycota	Pollutant_responsive
OTU_10	barcode19	11	0.001077	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	Ascomycota	Pollutant_responsive
OTU_10	barcode20	46	0.001659	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	Ascomycota	Pollutant_responsive
OTU_10	barcode21	78	0.001410	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	Ascomycota	Pollutant_responsive
OTU_275	barcode19	15	0.001469	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae	Ascomycota	Pollutant_responsive
OTU_275	barcode20	27	0.000974	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae	Ascomycota	Pollutant_responsive
OTU_275	barcode21	86	0.001555	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella vitae	Ascomycota	Pollutant_responsive
OTU_115	barcode19	33	0.003232	1		Ascomycota	Dothideomycetes	Kirschsteiniotheliales	Kirschsteiniotheliaceae	Kirschsteiniothelia	Kirschsteiniothelia puerensis	Ascomycota	Pollutant_responsive
OTU_115	barcode20	28	0.001010	1		Ascomycota	Dothideomycetes	Kirschsteiniotheliales	Kirschsteiniotheliaceae	Kirschsteiniothelia	Kirschsteiniothelia puerensis	Ascomycota	Pollutant_responsive
OTU_115	barcode21	57	0.001030	1		Ascomycota	Dothideomycetes	Kirschsteiniotheliales	Kirschsteiniotheliaceae	Kirschsteiniothelia	Kirschsteiniothelia puerensis	Ascomycota	Pollutant_responsive
OTU_19	barcode19	13	0.001273	1		Ascomycota	Sordariomycetes		Atractosporaceae	Atractospora	Atractospora decumbens	Ascomycota	Pollutant_responsive
OTU_19	barcode20	32	0.001154	1		Ascomycota	Sordariomycetes		Atractosporaceae	Atractospora	Atractospora decumbens	Ascomycota	Pollutant_responsive
OTU_19	barcode21	58	0.001049	1		Ascomycota	Sordariomycetes		Atractosporaceae	Atractospora	Atractospora decumbens	Ascomycota	Pollutant_responsive
OTU_85	barcode19	15	0.001469	1		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila	Mucoromycota	Indirect_facilitation;Phytoremediation_facilitation
OTU_85	barcode20	25	0.000902	1		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila	Mucoromycota	Indirect_facilitation;Phytoremediation_facilitation
OTU_85	barcode21	36	0.000651	1		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila	Mucoromycota	Indirect_facilitation;Phytoremediation_facilitation
OTU_96	barcode19	12	0.001175	1		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni	Ascomycota	Pollutant_responsive
OTU_96	barcode20	20	0.000721	1		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni	Ascomycota	Pollutant_responsive
OTU_96	barcode21	25	0.000452	1		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni	Ascomycota	Pollutant_responsive
